gene,scaffold,gene_id,gene_description,category,header,subheader,module,amg_flags,d,p,f,spore_likely
Han_2018_ERR1398246_NODE_3069_length_5277_cov_9.956339_1,Han_2018_ERR1398246_NODE_3069_length_5277_cov_9.956339,K00688,glgP;glycogen phosphorylase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MKFB,Bacteria,p__Firmicutes_C,f__Selenomonadaceae,FALSE
Han_2018_ERR1398246_NODE_352_length_31409_cov_5.754258_12,Han_2018_ERR1398246_NODE_352_length_31409_cov_5.754258,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398246_NODE_572_length_21582_cov_5.509267_9,Han_2018_ERR1398246_NODE_572_length_21582_cov_5.509267,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TFM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398249_NODE_2755_length_5780_cov_3.959476_1,Han_2018_ERR1398249_NODE_2755_length_5780_cov_3.959476,K02049,ABC.SN.A; sulfonate/nitrate/taurine transport system ATP-binding protein,Transporters,NA,NA,NitT/TauT family transport system,MF,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398249_NODE_2755_length_5780_cov_3.959476_1,Han_2018_ERR1398249_NODE_2755_length_5780_cov_3.959476,K02049,ytlC;ABC transporter ATP-binding protein,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MF,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398250_NODE_1775_length_7863_cov_7.086194_2,Han_2018_ERR1398250_NODE_1775_length_7863_cov_7.086194,K23989,lytD;beta-N-acetylglucosaminidase,MISC,Cell envelope and cell division,Cell wall degradation/ turnover,Autolysis,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398250_NODE_2468_length_5461_cov_5.748983_3,Han_2018_ERR1398250_NODE_2468_length_5461_cov_5.748983,K00688,glgP;glycogen phosphorylase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MKFB,Bacteria,p__Bacteroidota,f__Bacteroidaceae,NA
Han_2018_ERR1398250_NODE_526_length_26983_cov_8.553067_3,Han_2018_ERR1398250_NODE_526_length_26983_cov_8.553067,K06334,cotJC;spore coat peptide assembly protein CotJC,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398250_NODE_934_length_15371_cov_5.749869_11,Han_2018_ERR1398250_NODE_934_length_15371_cov_5.749869,K23989,lytD;beta-N-acetylglucosaminidase,MISC,Cell envelope and cell division,Cell wall degradation/ turnover,Autolysis,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398251_NODE_427_length_44485_cov_6.818591_44,Han_2018_ERR1398251_NODE_427_length_44485_cov_6.818591,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398252_NODE_538_length_37232_cov_5.852947_7,Han_2018_ERR1398252_NODE_538_length_37232_cov_5.852947,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Bacteria,p__Firmicutes_A,f__Acutalibacteraceae,FALSE
Han_2018_ERR1398252_NODE_563_length_36081_cov_17.657969_14,Han_2018_ERR1398252_NODE_563_length_36081_cov_17.657969,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398253_NODE_4563_length_7515_cov_4.834450_8,Han_2018_ERR1398253_NODE_4563_length_7515_cov_4.834450,K02049,ABC.SN.A; sulfonate/nitrate/taurine transport system ATP-binding protein,Transporters,NA,NA,NitT/TauT family transport system,MF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398253_NODE_4563_length_7515_cov_4.834450_8,Han_2018_ERR1398253_NODE_4563_length_7515_cov_4.834450,K02049,ytlC;ABC transporter ATP-binding protein,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398254_NODE_2726_length_14044_cov_20.878190_12,Han_2018_ERR1398254_NODE_2726_length_14044_cov_20.878190,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398254_NODE_340_length_54129_cov_8.798998_5,Han_2018_ERR1398254_NODE_340_length_54129_cov_8.798998,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TFM,Bacteria,p__Bacteroidota,f__Rikenellaceae,NA
Han_2018_ERR1398254_NODE_402_length_49603_cov_5.764350_66,Han_2018_ERR1398254_NODE_402_length_49603_cov_5.764350,K02049,ABC.SN.A; sulfonate/nitrate/taurine transport system ATP-binding protein,Transporters,NA,NA,NitT/TauT family transport system,MFB,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398254_NODE_402_length_49603_cov_5.764350_66,Han_2018_ERR1398254_NODE_402_length_49603_cov_5.764350,K02049,ytlC;ABC transporter ATP-binding protein,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MFB,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398254_NODE_43_length_148714_cov_129.741401_23,Han_2018_ERR1398254_NODE_43_length_148714_cov_129.741401,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TM,Bacteria,p__Bacteroidota,f__Bacteroidaceae,NA
Han_2018_ERR1398254_NODE_43_length_148714_cov_129.741401_30,Han_2018_ERR1398254_NODE_43_length_148714_cov_129.741401,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TM,Bacteria,p__Bacteroidota,f__Bacteroidaceae,NA
Han_2018_ERR1398254_NODE_5323_length_7089_cov_4.203298_3,Han_2018_ERR1398254_NODE_5323_length_7089_cov_4.203298,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Bacteria,p__Firmicutes_A,f__Ruminococcaceae,FALSE
Han_2018_ERR1398254_NODE_5744_length_6485_cov_4.047278_4,Han_2018_ERR1398254_NODE_5744_length_6485_cov_4.047278,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398255_NODE_140_length_93286_cov_12.029432_76,Han_2018_ERR1398255_NODE_140_length_93286_cov_12.029432,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,TM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398255_NODE_1642_length_10550_cov_9.066794_15,Han_2018_ERR1398255_NODE_1642_length_10550_cov_9.066794,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398255_NODE_283_length_53424_cov_18.135153_4,Han_2018_ERR1398255_NODE_283_length_53424_cov_18.135153,K00688,glgP;glycogen phosphorylase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MK,Bacteria,p__Firmicutes_C,f__Acidaminococcaceae,FALSE
Han_2018_ERR1398255_NODE_489_length_36475_cov_13.290637_34,Han_2018_ERR1398255_NODE_489_length_36475_cov_13.290637,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398256_NODE_434_length_40440_cov_88.873592_4,Han_2018_ERR1398256_NODE_434_length_40440_cov_88.873592,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398256_NODE_460_length_38783_cov_9.007385_37,Han_2018_ERR1398256_NODE_460_length_38783_cov_9.007385,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398257_NODE_373_length_50074_cov_6.930906_6,Han_2018_ERR1398257_NODE_373_length_50074_cov_6.930906,K06333,cotJB;spore coat protein CotJB,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398257_NODE_373_length_50074_cov_6.930906_7,Han_2018_ERR1398257_NODE_373_length_50074_cov_6.930906,K06334,cotJC;spore coat peptide assembly protein CotJC,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398257_NODE_373_length_50074_cov_6.930906_66,Han_2018_ERR1398257_NODE_373_length_50074_cov_6.930906,K06334,cotJC;spore coat peptide assembly protein CotJC,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398257_NODE_387_length_48759_cov_13.192140_53,Han_2018_ERR1398257_NODE_387_length_48759_cov_13.192140,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398257_NODE_404_length_47289_cov_4.250328_7,Han_2018_ERR1398257_NODE_404_length_47289_cov_4.250328,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398257_NODE_497_length_40195_cov_5.652143_86,Han_2018_ERR1398257_NODE_497_length_40195_cov_5.652143,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398257_NODE_509_length_39652_cov_9.371468_2,Han_2018_ERR1398257_NODE_509_length_39652_cov_9.371468,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398257_NODE_509_length_39652_cov_9.371468_64,Han_2018_ERR1398257_NODE_509_length_39652_cov_9.371468,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398259_NODE_1207_length_17405_cov_5.880173_14,Han_2018_ERR1398259_NODE_1207_length_17405_cov_5.880173,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398259_NODE_1207_length_17405_cov_5.880173_15,Han_2018_ERR1398259_NODE_1207_length_17405_cov_5.880173,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398259_NODE_257_length_53244_cov_6.782699_28,Han_2018_ERR1398259_NODE_257_length_53244_cov_6.782699,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398259_NODE_257_length_53244_cov_6.782699_37,Han_2018_ERR1398259_NODE_257_length_53244_cov_6.782699,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398259_NODE_486_length_35342_cov_11.133675_21,Han_2018_ERR1398259_NODE_486_length_35342_cov_11.133675,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398259_NODE_609_length_30171_cov_4.974067_1,Han_2018_ERR1398259_NODE_609_length_30171_cov_4.974067,K06333,cotJB;spore coat protein CotJB,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398259_NODE_609_length_30171_cov_4.974067_29,Han_2018_ERR1398259_NODE_609_length_30171_cov_4.974067,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822_4,Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822,K06334,cotJC;spore coat peptide assembly protein CotJC,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822_51,Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822,K06334,cotJC;spore coat peptide assembly protein CotJC,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822_52,Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822,K06333,cotJB;spore coat protein CotJB,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822_53,Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398260_NODE_55_length_96241_cov_10.675816_57,Han_2018_ERR1398260_NODE_55_length_96241_cov_10.675816,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398261_NODE_158_length_70335_cov_15.827191_64,Han_2018_ERR1398261_NODE_158_length_70335_cov_15.827191,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),TM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398261_NODE_158_length_70335_cov_15.827191_95,Han_2018_ERR1398261_NODE_158_length_70335_cov_15.827191,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,TM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398261_NODE_301_length_43245_cov_15.018176_7,Han_2018_ERR1398261_NODE_301_length_43245_cov_15.018176,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TFM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398261_NODE_328_length_40147_cov_24.873117_57,Han_2018_ERR1398261_NODE_328_length_40147_cov_24.873117,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398261_NODE_328_length_40147_cov_24.873117_59,Han_2018_ERR1398261_NODE_328_length_40147_cov_24.873117,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398262_NODE_906_length_20561_cov_3.694138_8,Han_2018_ERR1398262_NODE_906_length_20561_cov_3.694138,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398263_NODE_123_length_86071_cov_11.347680_15,Han_2018_ERR1398263_NODE_123_length_86071_cov_11.347680,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Han_2018_ERR1398263_NODE_2475_length_10546_cov_10.407016_6,Han_2018_ERR1398263_NODE_2475_length_10546_cov_10.407016,K02049,ABC.SN.A; sulfonate/nitrate/taurine transport system ATP-binding protein,Transporters,NA,NA,NitT/TauT family transport system,MF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Han_2018_ERR1398263_NODE_2475_length_10546_cov_10.407016_6,Han_2018_ERR1398263_NODE_2475_length_10546_cov_10.407016,K02049,ytlC;ABC transporter ATP-binding protein,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0001_ST004_A_NODE_10_length_29963_cov_333.511636_26,Kang_0001_ST004_A_NODE_10_length_29963_cov_333.511636,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0007_ST002_A_NODE_28_length_16327_cov_109.891409_27,Kang_0007_ST002_A_NODE_28_length_16327_cov_109.891409,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Kang_0007_ST002_A_NODE_5_length_57947_cov_191.604367_18,Kang_0007_ST002_A_NODE_5_length_57947_cov_191.604367,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0007_ST002_A_NODE_5_length_57947_cov_191.604367_60,Kang_0007_ST002_A_NODE_5_length_57947_cov_191.604367,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0007_ST003_A_NODE_16_length_30027_cov_86.788336_19,Kang_0007_ST003_A_NODE_16_length_30027_cov_86.788336,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0007_ST003_A_NODE_20_length_25167_cov_87.599275_14,Kang_0007_ST003_A_NODE_20_length_25167_cov_87.599275,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0007_ST003_A_NODE_26_length_16586_cov_363.968451_8,Kang_0007_ST003_A_NODE_26_length_16586_cov_363.968451,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0009_ST001_A_NODE_12_length_40867_cov_27.257841_45,Kang_0009_ST001_A_NODE_12_length_40867_cov_27.257841,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Firmicutes_A,f__Oscillospiraceae,FALSE
Kang_0009_ST002_A_NODE_121_length_13377_cov_15.864059_9,Kang_0009_ST002_A_NODE_121_length_13377_cov_15.864059,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0009_ST002_A_NODE_27_length_38372_cov_88.377352_37,Kang_0009_ST002_A_NODE_27_length_38372_cov_88.377352,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0009_ST002_A_NODE_28_length_38186_cov_110.166164_37,Kang_0009_ST002_A_NODE_28_length_38186_cov_110.166164,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,M,Bacteria,p__Firmicutes_A,f__Oscillospiraceae,FALSE
Kang_0009_ST002_A_NODE_292_length_7588_cov_45.031462_3,Kang_0009_ST002_A_NODE_292_length_7588_cov_45.031462,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0009_ST002_A_NODE_8_length_52167_cov_41.833954_8,Kang_0009_ST002_A_NODE_8_length_52167_cov_41.833954,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Kang_0009_ST003_A_NODE_15_length_42492_cov_55.347433_32,Kang_0009_ST003_A_NODE_15_length_42492_cov_55.347433,K07699,spo0A;stage 0 sporulation protein A,MISC,Sporulation,phosphorelay,NA,M,Bacteria,p__Firmicutes_A,f__Oscillospiraceae,FALSE
Kang_0009_ST003_A_NODE_15_length_42492_cov_55.347433_35,Kang_0009_ST003_A_NODE_15_length_42492_cov_55.347433,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Firmicutes_A,f__Oscillospiraceae,FALSE
Kang_0009_ST003_A_NODE_46_length_20105_cov_20.771372_24,Kang_0009_ST003_A_NODE_46_length_20105_cov_20.771372,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Bacteria,p__Firmicutes_A,f__CAG-382,FALSE
Kang_0011_ST001_A_NODE_48_length_27463_cov_36.352415_11,Kang_0011_ST001_A_NODE_48_length_27463_cov_36.352415,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TM,Bacteria,p__Firmicutes_A,f__Peptostreptococcaceae,TRUE
Kang_0011_ST003_A_NODE_1_length_148081_cov_2409.820221_36,Kang_0011_ST003_A_NODE_1_length_148081_cov_2409.820221,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
