locus,name,description,function,product,names,outlinks.uniprot,outlinks.subtilist
BSU_01010,nusG,transcription antitermination and pausing factor,transcription,sequence-specific RNA polymerase pause factor,nusG,Q06795,gene_detail BG10162
new_1640646_1640719,S571,"new RNA feature, 5'UTR of yloC
",,5'UTR of yloC,S571,,
BSU_05510,ydfQ,similar to thioredoxin,unknown,unknown,ydfQ,P96695,gene_detail+BG12164
BSU_05820,gmuA,"glucomannan-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIA of the [[category|SW 1.2.2|PTS]]",glucomannan uptake and phosphorylation,"glucomannan-specific lichenan-specific [[category|SW 1.2.2|PTS]], EIIA component",gmuA;ydhN,O05506,gene_detail+BG12191
new_4068171_4068967,S1523,"new RNA feature, 3'UTR of yxeB
",,3'UTR of yxeB,S1523,,
BSU_14460,ykpC,unknown,unknown,unknown,ykpC,Q45492,gene_detail+BG11812
BSU_23750,yqjT,unknown,unknown,unknown,yqjT,P54557,gene_detail+BG11749
BSU_39630,yxdM,[SW|ABC transporter] (permease),export of toxic peptides,[SW|ABC transporter] (permease),yxdM,P42424,gene_detail+BG11129
BSU_29980,ytjP,similar to metallopeptidase,unknown,unknown,ytjP,O34944,gene_detail+BG13867
BSU_18690,yoaP,unknown,unknown,unknown,yoaP,O34983,gene_detail+BG13486
new_495406_495699_c,S148,"new RNA feature, 3'UTR of ydbD
",,3'UTR of ydbD,S148,,
new_2882791_2882902_c,S1066,"new RNA feature, 5'UTR of lonA
",,5'UTR of lonA,S1066,,
new_2349590_2349664,S849,"new RNA feature, independent transcript
",,independent transcript,S849,,
new_671929_671993,S221,"new RNA feature, intergenic region
",,intergenic region,S221,,
new_1439340_1439447,S494,"new RNA feature, intergenic region
",,intergenic region,S494,,
BSU_tRNA_40,trnD-Gln,,translation,transfer RNA-Gln,trnD-Gln,,gene_detail+BG00059
BSU_06450,purC,phosphoribosylaminoimidazole succinocarboxamide synthase,purine biosynthesis,phosphoribosylaminoimidazole succinocarboxamide synthase,purC,P12046,gene_detail BG10703
new_3420519_3421486,S1279,"new RNA feature, independent transcript
",,independent transcript,S1279,,
BSU_22850,seaA,involved in spore envelope assembly,involved in spore envelope assembly,unknown,seaA;yphB,P50742,gene_detail+BG11442
BSU_24480,yqhR,unknown,unknown,unknown,yqhR,P54516,gene_detail+BG11706
BSU_06038,ydzT/5,"putative integrase (fragment), N-terminal part of YdzT",unknown,unknown,ydzT/5,,
new_600907_601740_c,S195,"new RNA feature, intergenic region
",,intergenic region,S195,,
new_1348200_1348403_c,spoIISC,anti-toxin to [[protein|CD14C88E9976964A0D25BAA22C395A5A6951654D]],,antitoxin,spoIISC;S458,,
new_3979408_3979516_c,S1487,"new RNA feature, 5'UTR of cydA
",,5'UTR of cydA,S1487,,
BSU_01030,rplA,ribosomal protein,translation,ribosomal protein L1 (BL1),rplA,Q06797,gene_detail BG10164
BSU_18450,gltA,large subunit of glutamate synthase,glutamate biosynthesis,glutamate synthase (large subunit),gltA,P39812,gene_detail BG10811
new_2798090_2798150_c,S1039,"new RNA feature, 5'UTR of yrzL
",,5'UTR of yrzL,S1039,,
new_2826743_2826818_c,S1046,"new RNA feature, 5'UTR of yrvC
",,5'UTR of yrvC,S1046,,
new_3733968_3734142_c,S1397,"new RNA feature, 5'UTR of ywzD
",,5'UTR of ywzD,S1397,,
new_4215437_4215505_c,S1582,"new RNA feature, 5'UTR of rpmH
",,5'UTR of rpmH,S1582,,
new_2715533_2715718_c,S996,"new RNA feature, intergenic region
",,intergenic region,S996,,
BSU_29220,ytsJ,"malic enzyme, forms a transhydrogenation cycle with [[protein|MalS ]]for balancing of NADPH",malate utilization,NADP-dependent malate dehydrogenase,ytsJ,O34962,gene_detail BG13922
BSU_tRNA_6,trnO-Ala,tRNA-Ala,translation,transfer RNA-Ala,trnO-Ala,,gene_detail+BG00007
BSU_05220,ydeJ,unknown,unknown,unknown,ydeJ,P96667,gene_detail+BG12137
BSU_03350,yciB,"putative L,D-transpeptidase",unknown,"putative L,D-transpeptidase",yciB,C0SP99,gene_detail+BG12020
BSU_38230,ywcB,unknown,unknown,unknown,ywcB;ipa-32r,P39600,gene_detail+BG10578
BSU_12560,xpf,PBSX phage RNA polymerase sigma factor,transcription of PBSX prophage genes,PBSX prophage RNA polymerase sigma factor,xpf;pcf; ykxE,P39784,gene_detail+BG10998
BSU_14590,pdhB,pyruvate dehydrogenase (E1 beta subunit),links glycolysis and TCA cycle,pyruvate dehydrogenase (E1 beta subunit),pdhB,P21882,gene_detail BG10208
BSU_10900,yisY,"spore coat protein, similar to chloride peroxidase",protection of the spore,spore coat protein,yisY,O06734,gene_detail+BG13104
BSU_26400,yrkS,unknown,unknown,unknown,yrkS,P54446,gene_detail+BG11785
BSU_38499,ywzH,unknown,unknown,unknown,ywzH,C0H3T3,
BSU_36230,ugd,UDP-glucose dehydrogenase,unknown,UDP-glucose dehydrogenase,ugd;ywqF,P96718,gene_detail+BG12510
BSU_32880,mdtP,multidrug-efflux transporter,multidrug resistance,multidrug-efflux transporter,mdtP;yusP,O32182,gene_detail+BG14028
BSU_06077,ydzW/4,"putative phosphomannomutase, internal part of YdzW",unknown,unknown,ydzW/4,,
BSU_26399,BSU_26399,annotated in RefSeq,,,,,
BSU_32719,yuzK,unknown,unknown,unknown,yuzK;bsrI,C0H3Q9,
BSU_26610,yrkA,similar to magnesium exporter,unknown,unknown,yrkA,P54428,gene_detail BG11767
BSU_35470,comFA,"membrane-associated DNA-dependent ATPase, may provide energy for DNA transport",genetic competence,ATP-binding protein,comFA,P39145,gene_detail+BG10395
BSU_39180,yxiH,unknown,unknown,unknown,yxiH,P42300,gene_detail+BG11137
BSU_06079,ydzW/6,"putative phosphomannomutase, internal part of YdzW",unknown,unknown,ydzW/6,,
BSU_27940,rpmA,ribosomal protein,translation,ribosomal protein L27 (BL24),rpmA,P05657,gene_detail BG10335
new_2576155_2576328,S935,"new RNA feature, 5'UTR of yqzD
",,5'UTR of yqzD,S935,,
new_514779_515106,S160,"new RNA feature, intergenic region
",,intergenic region,S160,,
new_1747032_1747122,S600,"new RNA feature, intergenic region
",,intergenic region,S600,,
BSU_34700,psdA,"[SW|ABC transporter] (ATP-binding protein) for the export of lipid II-binding lantibiotics, such as nisin and gallidermin",export of toxic peptides,[SW|ABC transporter] (ATP-binding protein),psdA;yvcR,O06980,gene_detail BG12407
BSU_30640,ytkC,similar to autolytic amidase,unknown,unknown,ytkC,O34883,gene_detail BG13868
new_2078548_2079183_c,S726,"new RNA feature, 3'UTR of csaA
",,3'UTR of csaA,S726,,
BSU_36380,rapD,"response regulator aspartate phosphatase, controls [[protein|ComA ]]activity",control of [[protein|7832489F11F606BCF637EC23BAAB41AD10237EBB]]-dependent gene expression,response regulator aspartate phosphatase,rapD;ywpA,P94583,gene_detail+BG11967
BSU_06319,ydzX,unknown,unknown,unknown,ydzX,C0H3X2,
BSU_04240,ydzA,unknown,unknown,unknown,ydzA,O31485,gene_detail+BG12807
BSU_19820,sprB,excision of [SW|SP-beta prophage],excision of [SW|SP-beta prophage],recombination directionality factor for the excision of the [SW|SP-beta prophage],yotN,O34850,gene_detail+BG13747
BSU_27430,glnQ,glutamine [SW|ABC transporter ](ATP-binding protein),glutamine uptake,glutamine [SW|ABC transporter ](ATP-binding protein),glnQ,O34677,gene_detail BG11485
BSU_33150,yvqK,ATP:cob(I)alamin adenosyltransferase,unknown,ATP:cob(I)alamin adenosyltransferase,yvqK,O34899,gene_detail BG14140
new_1442102_1442346_c,S496,"new RNA feature, 3'UTR of ykvN
",,3'UTR of ykvN,S496,,
new_3614978_3615063_c,S1342,"new RNA feature, intergenic region
",,intergenic region,S1342,,
new_935578_935655,S297,"new RNA feature, 5'UTR of mutY
",,5'UTR of mutY,S297,,
new_598659_598728,S191,"new RNA feature, 5'UTR of ydfQ
",,5'UTR of ydfQ,S191,,
BSU_18660,yoaM,unknown,unknown,unknown,yoaM,O34906,gene_detail+BG13483
BSU_19920,yotD,similar to acyl-CoA synthetase,unknown,unknown,yotD,O34407,gene_detail+BG13737
BSU_11900,yjcL,unknown,unknown,unknown,yjcL,O31634,gene_detail+BG13165
BSU_20070,yosM,putative SPbeta phage subunit of nucleoside diphosphate reductase,unknown,putative SPbeta phage subunit of nucleoside diphosphate reductase,yosM,P68524,gene_detail+BG13722
new_3307598_3308367,S1243,"new RNA feature, independent transcript
",,independent transcript,S1243,,
BSU_21740,ypmR,unknown,unknown,unknown,ypmR;yzjA,P40766,gene_detail+BG11022
BSU_13300,mgtE,primary magnesium transporter,magnesium uptake,primary magnesium transporter,mgtE;ykoK,O34442,gene_detail BG13256
BSU_03820,fpbP,petrobactin (3.4-catecholate siderophore) [SW|ABC transporter] (ATP-binding protein),acquisition of iron,petrobactin [SW|ABC transporter] (ATP-binding protein),fpbP;yclP,P94420,gene_detail+BG12036
BSU_39990,qdoR,"transcriptional regulator ([SW|TetR family]), control of [[gene|6A68EF7BF16FC2F2C7E068F52901EF2BFD6EBF8A]]-[[gene|142444E1167BA7428EB95E4418C839ADF3E728B0]] and [[gene|52D560AA02F0849CB24460A496021560063B2E12]]-[[gene|23483430AE0381406EF2349A18CFAE1F14F9B180]]",control of quercetin utilization,transcriptional regulator,qdoR;yxaF,P42105,gene_detail+BG11108
BSU_00670,tilS,"trigger enzyme, tRNA<sup>Ile</sup>-lysidine synthetase (modifies C34 at the wobble position of tRNA2<sup>Ile</sup> to lysidine) and part of a transcription activator","tRNA modification, control of [[gene|4E7B9426CED372AA8A321A147116A3A589FBF20C]] expression",tRNA<sup>Ile</sup>-lysidine synthetase,tilS;yacA,P37563,gene_detail BG10130
new_2972164_2972328_c,S1096,"new RNA feature, intergenic region
",,intergenic region,S1096,,
new_3021090_3021169_c,S1121,"new RNA feature, 5'UTR of sppA
",,5'UTR of sppA,S1121,,
BSU_03400,yckD,unknown,unknown,unknown,yckD,P42402,gene_detail+BG11180
BSU_11770,cotW,"spore crust protein (insoluble fraction), formation of the spore crust",resistance of the spore,spore crust protein (insoluble fraction),cotW,Q08310,gene_detail BG10497
BSU_00350,yazA,similar to endonuclease,unknown,unknown,yazA,O31414,gene_detail+BG12700
BSU_32840,fadN,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),fatty acid degradation,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),fadN;yusL,O32178,gene_detail BG14024
new_3528204_3528263_c,S1312,"new RNA feature, 5'UTR of epsC
",,5'UTR of epsC,S1312,,
new_159149_159778_c,S62,"new RNA feature, 3'UTR of pdaB
",,3'UTR of pdaB,S62,,
BSU_04800,int,integrase,excision of the conjugative transposon ICEBs1 from the trnS-leu2 locus,integrase,int;ydcL,P96629,gene_detail+BG12099
new_1933162_1933476,S672,"new RNA feature, 5'UTR of [[gene|1901C52DCB24B3D53150F6926C14907AC1B75293]]",,5'UTR of [[gene|1901C52DCB24B3D53150F6926C14907AC1B75293]],S672,,
BSU_21598,yoyK/1,part of the yoyK pseudogene,unknown,unknown,yoyK/1,,
BSU_06790,yeeD,unknown,unknown,unknown,yeeD,O34950,gene_detail+BG12821
BSU_07420,yfmM,similar to [SW|ABC transporter] (ATP-binding protein),unknown,[SW|ABC transporter] (ATP-binding protein),yfmM,O34512,gene_detail+BG12964
new_1211286_1211370,S402,"new RNA feature, intergenic region
",,intergenic region,S402,,
BSU_30010,ythP,similar to [SW|ABC transporter] (ATP-binding protein),unknown,[SW|ABC transporter] (ATP-binding protein),ythP,O34977,gene_detail+BG13860
new_3034935_3035530,S1133,"new RNA feature, 5'UTR of rpsD
",,5'UTR of rpsD,S1133,,
BSU_01900,ybcM,similar to glucosamine-fructose-6-phosphate aminotransferase,unknown,unknown,ybcM,O31421,gene_detail+BG12712
BSU_11650,tenA,thiaminase II,thiamine salvage,thiaminase II,tenA,P25052,gene_detail BG10791
BSU_38090,vpr,minor extracellular serine protease,protein degradation,minor extracellular serine protease,vpr;ipa-45r,P29141,gene_detail BG10591
BSU_12260,yjlA,similar to intracellular alkaline protease,unknown,unknown,yjlA,O34428,gene_detail+BG13200
BSU_05560,ydgA,unknown,unknown,unknown,ydgA,P96699,gene_detail+BG12168
BSU_30100,yteT,unknown,unknown,unknown,yteT,O34371,gene_detail+BG13845
BSU_29560,ytcI,similar to acetate-CoA ligase,unknown,unknown,ytcI,C0SPB0,gene_detail+BG13834
new_261536_261647_c,S93,"new RNA feature, 5'UTR of ybgF
",,5'UTR of ybgF,S93,,
BSU_09810,yhaZ,similar to alkyl purine DNA glycosylase,unknown,unknown,yhaZ,O07541,gene_detail+BG13002
BSU_36430,usd,putative [[protein|90DCE4F286D2C151D8BDBF0E024E6BBEC94E2397]] leader peptide,required for translation of [[protein|90DCE4F286D2C151D8BDBF0E024E6BBEC94E2397]],putative [[protein|90DCE4F286D2C151D8BDBF0E024E6BBEC94E2397]] leader peptide,usd,O32276,gene_detail BG11984
BSU_18908,yozY,unknown,unknown,unknown,yozY,C0H426,
BSU_17845,yzzP,annotated in RefSeq,,,,,
BSU_29260,ytpI,unknown,unknown,unknown,ytpI,O34922,gene_detail+BG13902
BSU_35330,fliS,chaperone for the export of [[protein|E0BB77C8F1220E931D16A1FA6B75AE8907C76FDB|flagellin]],[[category|SW 4.1.1]],chaperone for [[protein|E0BB77C8F1220E931D16A1FA6B75AE8907C76FDB|flagellin]] export,fliS,P39739,gene_detail BG10922
BSU_09510,yhdL,anti-[[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] protein,control of [[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] activity,anti-[[protein|081DF3EE9FA56209D648C7677188C61CE3AA8E41]] protein,yhdL,O07581,gene_detail BG13018
new_3708133_3708785,S1384,"new RNA feature, 3'UTR of ywsA
",,3'UTR of ywsA,S1384,,
BSU_38170,qoxA,cytochrome aa3 quinol oxidase (subunit II),respiration,cytochrome aa3 quinol oxidase (subunit II),qoxA;ipa-37d,P34957,gene_detail BG10583
BSU_37450,ywhK,unknown,unknown,unknown,ywhK,P71003,gene_detail+BG12463
new_3258062_3259375,S1218,"new RNA feature, 3'UTR of yuzC
",,3'UTR of yuzC,S1218,,
BSU_20340,yorL,similar to DNA polymerase III (alpha subunit),unknown,unknown,yorL,O31902,gene_detail+BG13696
BSU_27530,rarA,"DNA-dependent ATPase, recombination factor, involved in processing recombination intermediates at replication forks",control of the access of the replication machinery to a collapsed replication fork,"DNA-dependent ATPase, recombination factor",rarA;yrvN,O34528,gene_detail BG13808
BSU_22680,trpE,anthranilate synthase (subunit I),biosynthesis of tryptophan,anthranilate synthase (subunit I),trpE,P03963,gene_detail BG10287
new_3361198_3361304_c,S1260,"new RNA feature, intergenic region
",,intergenic region,S1260,,
BSU_tRNA_71,trnB-Ser2,,translation,transfer RNA-Ser,trnB-Ser2,,gene_detail+BG00093
new_3590364_3590602,S1333,"new RNA feature, intergenic region
",,intergenic region,S1333,,
BSU_36720,ywmE,"general stress protein, survival of ethanol  stress",survival of ethanol  stress,unknown,ywmE,P70966,gene_detail+BG12476
BSU_40040,yxaA,putative glycerate kinase,unknown,putative glycerate kinase,yxaA;glxK,P42100,gene_detail+BG11103
new_4005137_4005322_c,tlrBL,leader peptide for the control of [[gene|trlB]] expression,control of [[gene|65253C69BAE9679FE4475BFF76BBABBB0FA70C30]] expression,leader peptide,tlrBL;S1501,,
new_35104_35236,S20,"new RNA feature, intergenic region
",,intergenic region,S20,,
BSU_13010,ykgB,"6-phosphogluconolactonase, general stress protein",pentose phosphate pathway,6-phosphogluconolactonase,ykgB,O34499,gene_detail BG13236
BSU_24500,yqhP,unknown,unknown,unknown,yqhP,P54514,gene_detail+BG11704
BSU_36820,atpG,"ATP synthase, part of the F1 complex (subunit gamma)",ATP synthesis,ATP synthase (subunit gamma),atpG,P37810,gene_detail BG10820
BSU_23140,resB,"part of haem translocase, required for cytochrome c synthesis",cytochrome c biogenesis,part of the [[protein|495721E4B8BF6FEC01E62E86339560F90776EED1]]-[[protein|97FE84CF968596AC39D19EE2E43DA625147FD702]] haem translocase,resB;ypxB,P35161,gene_detail BG10532
BSU_35640,lytA,secretion of major autolysin [[protein|6A21293823151C6980BF52B31A4B249A8440F2E1]],autolysis,secretion of major autolysin [[protein|6A21293823151C6980BF52B31A4B249A8440F2E1]],lytA;lppX,Q02112,gene_detail+BG10405
new_4134916_4134995_c,S1548,"new RNA feature, intergenic region
",,intergenic region,S1548,,
new_35356_35458,S21,"new RNA feature, intergenic region
",,intergenic region,S21,,
BSU_25070,ispG,"similar to peptidoglycan acetylation, 1-hydroxy-2-methyl-2-(E)-butenyl-4-diphosphate synthase, 6th step in the MEP pathway of isoprenoid biosynthesis",MEP pathway of isoprenoid biosynthesis,1-hydroxy-2-methyl-2-(E)-butenyl-4-diphosphate synthase,ispG;yqfY,P54482,gene_detail BG11671
BSU_21110,yonF,unknown,unknown,unknown,yonF,O31952,gene_detail+BG13619
new_500046_500120,S150,"new RNA feature, intergenic region
",,intergenic region,S150,,
BSU_01240,rpmC,ribosomal protein,translation,ribosomal protein L29,rpmC,P12873,gene_detail BG10756
BSU_36070,cotG,outer spore coat protein,resistance of the spore,spore coat protein,cotG,P39801,gene_detail BG11017
BSU_rRNA_24,rrnH-5S,5S rRNA,translation,ribosomal RNA-5S,rrnH-5S,,gene_detail+BG00101
BSU_28050,maf,"nucleotide pyrophosphatase, [SW|cell division] inhibitor in competent cells, blocks septation during the escape from competence, required for the stability of [[protein|41DFEF8A6BC7E34A6681C26D92F2B08DC120A957]]",cell division control,nucleotide pyrophosphatase,maf,Q02169,gene_detail BG10324
BSU_23560,mleN,malate-H<sup>+</sup>/Na<sup>+</sup>-lactate antiporter,malate uptake,malate-H<sup>+</sup>/Na<sup>+</sup>-lactate antiporter,mleN;yqkI,P54571,gene_detail+BG11763
BSU_tRNA_33,trnD-Met,,translation,transfer RNA-Met,trnD-Met,,gene_detail+BG00052
BSU_28300,ilvH,acetolactate synthase (small subunit),biosynthesis of branched-chain amino acids,acetolactate synthase (small subunit),ilvH;ilvN,P37252,gene_detail BG10671
BSU_33080,liaR,"two-component response regulator, regulation of the [[gene|B6D1159454969D1D578E05D5CE2259E079688510]]-[[gene|AE4BF12C368468C553EED7A696D5EFC63F56CA39]]-[[gene|A71B0392FFF70EFFC096E7E9BD5FE30792821CDD]]-[[gene|C107A958DFA2B0DA4837E2F9F648CD329A3116AC]]-[[gene|9A1871BD853254EEA8B4E78CA187F9315CBDF43D]]-[[gene|liaR ]]operon in response to bacitracin",regulation of the [[gene|B6D1159454969D1D578E05D5CE2259E079688510]]-[[gene|AE4BF12C368468C553EED7A696D5EFC63F56CA39]]-[[gene|A71B0392FFF70EFFC096E7E9BD5FE30792821CDD]]-[[gene|C107A958DFA2B0DA4837E2F9F648CD329A3116AC]]-[[gene|9A1871BD853254EEA8B4E78CA187F9315CBDF43D]]-[[gene|liaR ]]operon,two-component response regulator,liaR;yvqC,O32197,gene_detail BG14133
BSU_10630,addA,"ATP-dependent deoxyribonuclease (subunit A), required for efficient survival and replication restart after replication-transcription conflicts",DNA repair/ recombination,ATP-dependent deoxyribonuclease (subunit A)),addA;recE5,P23478,gene_detail+BG10466
BSU_02600,cwlJ,"spore coat protein, cell wall hydrolase",spore germination,"spore coat protein, cell wall hydrolase",cwlJ;ycbQ,P42249,gene_detail+BG11172
BSU_05050,lrpA,transcriptional regulator (Lrp family) involved in repression of [[gene|BAE8062DA8538C9C83FFBA9684BECE9613EEFD2F]] transcription and [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]]-dependent [SW|sporulation],repression of [[gene|BAE8062DA8538C9C83FFBA9684BECE9613EEFD2F]] transcription and [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]]-dependent [SW|sporulation],transcription regulator (Lrp family),lrpA;yddO,P96652,gene_detail+BG12122
BSU_06950,yesM,two-component sensor kinase,unknown,two-component sensor kinase,yesM,O31516,gene_detail+BG12847
new_176316_176924,S65,"new RNA feature, intergenic region
",,intergenic region,S65,,
