gene_id.ko,gene_id.uniref90,gene_description,module,sheet,header,subheader,potential_amg,strain
K06383,Q182X8,Sporulation sigma-E factor processing peptidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03588,Q182Y5,Cell division/stage V sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K08384,Q182Z0,Stage V sporulation protein D (Sporulation-specific penicillin-binding protein),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182Z1,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182Z3,"putative peptidase, M16 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q182Z5,"putative peptidase, M16 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01928,Q182Z8,UDP-N-acetylmuramyl-tripeptide synthetase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K20118,Q183A0,"PTS system, glucose-specific IIBC component",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183B3,putative sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183C1,"putative sporulation stage II, protein E",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183C0,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183B9,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183C2,"Small, acid-soluble spore protein alpha",sporulation,MISC,sporulation,sporulation,TRUE,cd
K03311,Q183D6,Branched-chain amino acid transport system II carrier protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183F0,putative sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183F5,putative transporter,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01448,Q183J9,putative N-acetylmuramoyl-L-alanine amidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03980,Q183L8,"Transmembrane virulence factor, MviN family protein",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183N4,Cell wall binding protein cwp8,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183N7,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183P2,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183P9,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183Q1,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183R9,putative calcium-transporting ATPase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183S5,Two-component sensor histidine kinase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183S9,putative amidohydrolase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183T4,Rubrerythrin,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183U4,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03699,Q183U2,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183V1,"Transcriptional regulator, sigma-54-dependent",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183V0,putative hydrolase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03594,Q183U9,putative bacterioferritin,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q183V4,putative oxidoreductase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06411,Q184F7,Dipicolinate synthase subunit B,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06410,Q184G1,Dipicolinate synthase subunit A,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q184J8,uncharacterised protein with SH3 domain,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q184M0,putative aminotransferase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q184Y9,putative phage protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181U2,putative xanthine dehydrogenase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01464,Q181U3,D-hydantoinase (Dihydropyrimidinase),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181U4,"Dihydroorotate dehydrogenase, catalytic subunit",sporulation,MISC,sporulation,sporulation,TRUE,cd
K24206,Q181U5,putative purine permease,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181U7,putative amidohydrolase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06015,Q181U6,putative D-aminoacylase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181U8,"putative peptidase, M20 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K01751,Q181U9,Diaminopropionate ammonia-lyase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q17ZW4,putative methyltransferase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q17ZW6,Small acid-soluble spore protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q17ZX5,putative exosporium glycoprotein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q17ZX9,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q17ZY1,Single-stranded DNA-binding protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q17ZZ1,Polysaccharide deacetylase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q17ZZ3,"Small, acid-soluble spore protein beta",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q17ZZ6,putative dehydrogenase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180A0,putative polysaccharide deacetylase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180A2,Iron hydrogenase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K08602,Q180B4,"putative oligoendopeptidase F, M3B family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K07507,Q180B3,"putative magnesium transport ATPase, MgtC/SapB family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180B5,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180E2,putative ATP/GTP-binding protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180F6,"Transporter, Major Facilitator Superfamily (MFS)",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180J4,Exosporium glycoprotein BclA3,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180J5,"putative glycosyl transferase, family 2",sporulation,MISC,sporulation,sporulation,TRUE,cd
K06949,Q180L2,putative EngC-like GTPase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K09762,Q180P5,putative sporulation transcription regulator whiA,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180T9,putative glycoside hydrolase-type carbohydrate-binding protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K03797,Q180V3,putative carboxy-terminal protease,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01934,Q180V5,5-formyltetrahydrofolate cyclo-ligase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180V4,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07171,Q180V9,Endoribonuclease toxin,sporulation,MISC,sporulation,sporulation,TRUE,cd
K07723,Q180W1,putative antitoxin EndoAI,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01775,Q180W0,Alanine racemase 2,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180W3,putative lipoprotein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180W2,uncharacterised CBS domain protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K00997,Q180W4,Holo-[acyl-carrier-protein] synthase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K02112,Q180W5,ATP synthase subunit beta (ATPase subunit beta) (ATP synthase F1 sector subunit beta),sporulation,MISC,sporulation,sporulation,TRUE,cd
K07238,Q180Y1,putative zinc/iron permease,sporulation,MISC,sporulation,sporulation,TRUE,cd
K08602,Q180Y9,"putative oligoendopeptidase F, peptidase M3B family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K06382,Q180Y8,stage II sporulation protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q180Z2,putative spore protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06409,Q180Z7,Stage V sporulation protein B,sporulation,MISC,sporulation,sporulation,TRUE,cd
K04769,Q180Z9,Stage V sporulation protein T,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06412,Q181B5,Regulator required for spore cortex synthesis,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181B8,putative cation efflux protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01258,Q181C0,"putative peptidase T, M20B family",sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181C2,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06374,Q181E0,Spore maturation protein B,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06373,Q181E2,Spore maturation protein A,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181E9,putative YaaT-like protein involved in sporulation or related to DNA replication,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01585,Q181F1,putative arginine decarboxylase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K09779,Q181F0,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181F3,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01449,Q181G4,putative spore cortex-lytic hydrolase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06387,Q181G6,Pro-sigma(E) endopeptidase (stage II sporulation),sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181G7,spore coat protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K06436,Q181G9,Sporulation-specific protease,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181I4,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
K19689,Q181J7,Aminopeptidase,sporulation,MISC,sporulation,sporulation,TRUE,cd
K01759,Q181L2,putative glyoxalase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181L4,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181M3,uncharacterised protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181N7,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181N6,putative membrane protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181N8,putative NADPH-dependent FMN reductase,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181P1,conserved hypothetical protein,sporulation,MISC,sporulation,sporulation,TRUE,cd
NA,Q181Q6,"putative peptidase, M1 family",sporulation,MISC,sporulation,sporulation,TRUE,cd
K03497,Q181S3,"Stage 0 sporulation protein J, site-specific DNA-binding protein",sporulation,MISC,sporulation,sporulation,TRUE,cd
K03496,Q181S6,"Transcriptional regulator, sporulation initiation inhibitor, chromosome partitioning protein",sporulation,MISC,sporulation,sporulation,TRUE,cd
