Entry,locud_tag,product,synonym,gene
Q18CT2,CD630_01910,Putative DNA glycosylase,,
Q18B93,CD630_12320,Putative lipoprotein,,
Q181U2,CD630_31770,Putative xanthine dehydrogenase (EC 1.17.1.4),,
Q181Y4,CD630_23980,Putative 2-thiocytidine tRNA biosynthesis protein TtcA,,
Q185A4,CD630_22310,Anaerobic sulfite reductase subunit C (EC 1.8.1.-),,asrC
Q187L8,CD630_19050,"Site-specific recombinase, resolvase family",,
Q183U2,CD630_28580,Putative membrane protein,,
Q18BM2,CD630_13600,"Transcriptional regulator, Phage-type",,
Q184R2,CD630_30750,"PTS system, tagatose-specific IIABC component (EC 2.7.1.69)",,tagABC
Q180Z9,CD630_34990,Stage V sporulation protein T,,spoVT
Q185Q0,CD630_21110,"Transcriptional regulator, DeoR family",,
Q187F9,CD630_18470,"Putative conjugative transposon protein Tn1549-like, CTn5-Orf3",,
Q17ZZ3,CD630_32490,"Small, acid-soluble spore protein beta",,sspB
Q184X7,CD630_31390,"Transcriptional regulator, Phage-type",,
Q183B0,CD630_26760,Acetoacetyl-CoA thiolase 2 (EC 2.3.1.9),,thlA2
Q187D1,CD630_18240,P-type calcium transport ATPase (EC 3.6.3.8),,
Q18C07,CD630_14880,"Transcriptional regulator, DeoR family",,
Q189F7,CD630_06110,Stage 0 sporulation protein A homolog,,
Q184J7,CD630_30060,Alcohol dehydrogenase (EC 1.1.1.1),,
Q180Y3,CD630_34860,Putative membrane protein,,
Q182H0,CD630_24830,FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase),,
Q188F2,CD630_20850,Diaminopropionate ammonia-lyase (EC 4.3.1.15),,dpaL
Q186U0,CD630_17330,Uroporphyrinogen decarboxylase (URO-D),,hemE
Q184Z0,CD630_31500,Uncharacterized protein,,
Q182T7,CD630_25980,Putative oligosaccharide deacetylase,,
Q187L2,CD630_19030,Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II),,
Q186C7,CD630_15730,"Transcriptional regulator, HTH-type",,
Q18CN3,CD630_01400,Putative peptidase,,
Q185B0,CD630_22360,"Putative glucokinase, ROK family (EC 2.7.1.-)",,
Q18AC3,CD630_09290,Putative phage protein,,
Q187M8,CD630_19160,Ethanolamine carboxysome strutural protein,,eutM
F3Y5T8,CD630_16731,Uncharacterized protein,,
Q188U1,CD630_04981,"Putative conjugative transposon protein Tn5397,CTn3-Orf20.1",,
Q189D0,CD630_05860,Uncharacterized protein,,
Q181S0,CD630_36680,"Transcriptional regulator, TPR family",,
Q18AL8,CD630_10180,"ABC-type transport system, multidrug-family ATP-binding protein/permease (EC 3.6.3.-)",,
Q182J5,CD630_25070,TGc domain-containing protein,,
Q18AP6,CD630_10460,Peptidase T (EC 3.4.11.4) (Aminotripeptidase) (Tripeptidase) (Tripeptide aminopeptidase),,pepT
Q180Q1,CD630_34030,Putative formate/nitrite transporter,,
Q182B4,CD630_24291,"Putative 4Fe-4S ferredoxin, iron-sulfur binding domain protein, delta subunit",,
Q188Q1,CD630_04600,"ABC-type transport system, permease",,
Q18D33,CD630_02910,"Putative peptidase, M20A family (EC 3.5.1.-)",,
Q18AS9,CD630_10750,"Membrane complex biogenesis protein, btpa family",,
Q18AZ5,CD630_11370,Ion-translocating oxidoreductase complex subunit C (EC 7.-.-.-) (Rnf electron transport complex subunit C),,rnfC
Q183A0,CD630_26670,"PTS system, glucose-specific IIBC component (EC 2.7.1.69)",,ptsG-BC
Q189L9,CD630_06770,Extracytoplasmic function (ECF) sigma factor csfT,,csfT
Q18BZ0,CD630_14710,Putative membrane protein,,
Q180G0,CD630_33160,Protein FdhD,,fdhD
Q18A61,CD630_08650,Putative ADP-ribose binding protein,,
Q18CB4,CD630_00310,"Transcriptional regulator, AraC family",,
Q18CC2,CD630_00380,Acetoin dehydrogenase E2 component (Dihydrolipoamide acetyltransferase) (EC 2.3.1.12),,acoC
Q18CF9,CD630_00740,50S ribosomal protein L4,,rplD
Q18BQ7,CD630_13870,Putative allophanate hydrolase subunit 2,,
Q18CZ7,CD630_02520,Flagellar FliJ protein,,fliJ
Q187K3,CD630_18920,"Putative methyltransferase, type 11 family",,
Q18AR4,CD630_10620,Acyl carrier protein (ACP),,acpP
Q184W2,CD630_31240,"6-phospho-beta-glucosidase, bglA5 (EC 3.2.1.86)",,bglA5
Q186D5,CD630_15820,Histidinol dehydrogenase (HDH) (EC 1.1.1.23),,hisD
Q180H8,CD630_33320,"Transcriptional regulator, TetR family Tn916-like, CTn6-Orf8",,
Q18AW1,CD630_11060,DNA topoisomerase (EC 5.6.2.1),,topB
Q18BJ8,CD630_13350,"Transcriptional regulator, MarR family",,
Q189M4,CD630_06810,"Transporter, Major Facilitator Superfamily (MFS)",,
Q18B18,CD630_11580,Putative radical SAM-superfamily protein,,
Q186S6,CD630_17170,Uncharacterized protein,,
Q184D5,CD630_29480,Putative phage protein,,
Q182X1,CD630_26360,Putative membrane protein,,
Q185T3,CD630_21450,DNA mismatch repair protein,,
Q186N9,CD630_16820,"Putative nucleoside hydrolase, IUNH family (EC 3.2.2.1)",,iunH
Q183A6,CD630_26720,"ABC-type transport system, oligopeptide-family solute-binding protein",,appA
Q185T8,CD630_21510,"Putative membrane protein, DUF819 family",,
Q188A6,CD630_20380,"Putative drug/sodium antiporter, MATE family",,
Q187S8,CD630_19690,Putative oligonucleotide binding regulator,,
F3Y5X8,CD630_06210,Putative membrane protein,,
Q188I4,CD630_04000,Beta-subunit of electron transfer flavoprotein,,etfB1
Q180S2,CD630_34220,Sirohydrochlorin cobaltochelatase (EC 4.99.1.3),,cbiK
Q17ZW9,CD630_32240,Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase),,asd
Q183E6,CD630_27110,"Transcriptional regulator, LysR family",,
Q18B10,CD630_11520,Rod shape-determining protein MrdB,,mrdB
Q184J4,CD630_30020,D-galactate dehydratase/Altronate hydrolase (EC 4.2.1.7),,uxaA
Q18D95,CD630_03550,"Integrase Tn916-like, CTn1-Orf1",,int
Q181I4,CD630_35800,Uncharacterized protein,,
Q184U3,CD630_31050,Putative iron-containing alcohol dehydrogenase (EC 1.1.1.-),,
Q187V6,CD630_19950,Probable membrane transporter protein,,
Q188P3,CD630_04500,Putative transcriptional regulator,,
Q18B46,CD630_11810,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),,fabD
Q186D0,CD630_15770,Alpha-phosphoglucomutase (EC 5.4.2.2),,pgm
Q18A74,CD630_08790,Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)],nnrE,nnrD
Q189B0,CD630_05670,"Uncharacterized protein, DegV family",,
Q18BF8,CD630_12940,"Putative membrane-associated peptidase, M25 family",,
Q18BP7,CD630_13781,"Transcriptional regulator, Phage-type",,
Q182K9,CD630_25230,Putative hydrolase,,
Q183N7,CD630_28000,Putative membrane protein,,
Q189T4,CD630_07400,Putative pyridoxal phosphate-dependent aminotransferase,,
Q183M3,CD630_27850,Putative membrane protein,,
Q187V9,CD630_19960,"Transcriptional regulator, AraC family",,
Q180R2,CD630_34130,Putative nucleotide pyrophosphatase (EC 3.6.1.9),,
Q18CQ8,CD630_01660,"Putative peptidase, M20D family (EC 3.5.1.-)",,
Q189H8,CD630_06360,"Putative radical SAM superfamily protein, DUF85 family",,
Q183R5,CD630_28270,"Transcriptional regulator, MarR family",,
Q184J1,CD630_30000,Dihydrodipicolinate synthase 1 (EC 4.2.1.52),,dapA1
Q182N6,CD630_25490,"ABC-type transport system, sugar-family permease",,
Q181P2,CD630_36400,Putative ribokinase family sugar kinase (EC 2.7.-.-),,
Q18AS0,CD630_10690,Histidinol-phosphatase (HolPase) (EC 3.1.3.15),,
Q189J1,CD630_06510,Putative permease,,
Q180U2,CD630_34430,Permease IIC component,,
Q187G6,CD630_18570,"Putative cell wall hydrolase Tn1549-like,CTn5-Orf13",,
Q184T9,CD630_31040,"Putative hydrolase, HAD superfamily, IIB subfamily putative sugar phosphatase (EC 3.1.3.-)",,
Q18B73,CD630_12080,Putative RNA-binding S4-domain protein,,
Q180S6,CD630_34270,Cobalt-precorrin-6Y C(15)-methyltransferase (EC 2.1.1.-),,cbiT
Q182T0,CD630_25910,Low specificity L-threonine aldolase (EC 4.1.2.5),,ltaE
Q180S9,CD630_34320,"Threonine-phosphate decarboxylase (L-threonine-O-3-phosphate decarboxylase), CobD/CbiB family (EC 4.1.1.81)",,cobD
Q183G8,CD630_27340,"Putative Na+/H+ antiporter, NhaC family",,
Q18D45,CD630_03050,Putative glutamate carboxypeptidase (EC 3.5.1.-),,
Q188K5,CD630_04150,"Putative membrane protein Tn1549-like,CTn2-Orf9",,
Q18C46,CD630_15270,"ABC-type transport system, permease",,
Q182I8,CD630_25020,Putative pyridoxal phosphate-dependent transferase,,
Q180P3,CD630_33960,DNA-directed DNA polymerase (EC 2.7.7.7),,dnaE
Q17ZV9,CD630_32150,"ABC-type transport system, glycine betaine/carnitine/choline ATP-binding protein (EC 3.6.3.-)",,
Q182I2,CD630_24950,L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase),,selA
Q182X6,CD630_26410,Putative sporulation protein,,
Q18C61,CD630_15410,"Putative drug/sodium antiporter, MATE family",,
Q183N4,CD630_27990,Cell wall binding protein cwp8,,cwp8
Q181K2,CD630_36000,Stage 0 sporulation protein A homolog,,
Q185F9,CD630_22880,Histidine kinase (EC 2.7.13.3),,
Q18C15,CD630_14940,"Transcriptional regulator, HTH-type",,
Q18A18,CD630_08240,"ABC-type transport system, multidrug-family permease",,
Q183B7,CD630_26840,Putative flavodoxin-related protein,,
Q189D7,CD630_05950,"Putative nuclease, ParB-like",,
F3Y636,CD630_19903,Uncharacterized protein,,
Q182K4,CD630_25180,Cell surface protein cwp29,,cwp29
Q189S6,CD630_07270,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, methyltransferase subunit",,
Q18D91,CD630_03470,Uncharacterized protein,,
Q186T6,CD630_17280,Uncharacterized protein,,
Q18C17,CD630_14970,HSDR_N_2 domain-containing protein,,
Q18BB0,CD630_12450,Uncharacterized protein,,
Q188I0,CD630_03910,Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),,asnB
Q185A5,CD630_22340,"Transcriptional regulator, Crp family",,
Q182I9,CD630_25030,Putative cation-transporting P-type ATPase (EC 3.6.3.8),,
Q182R6,CD630_25770,3-oxoacyl-[acyl-carrier-protein] reductase (3-ketoacyl-acyl carrier protein reductase) (EC 1.1.1.100),,fabG
Q189H5,CD630_06300,"Putative drug/sodium antiporter, MATE family",,
Q181L6,CD630_36140,Uncharacterized protein,,
Q185Q4,CD630_21150,Copper-exporting P-type ATPase (EC 7.2.2.8) (Copper-exporting P-type ATPase A) (Cu(+)-exporting ATPase),,
Q183C9,CD630_26950,Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A),,asnA
Q180S4,CD630_34250,Cobalamin biosynthesis protein CbiG,,cbiG
Q18B47,CD630_11860,"Transcriptional regulator, sigma-54-dependent",,
Q181Y0,CD630_23950,Uncharacterized protein,,
Q18CB1,CD630_00290,Putative membrane protein,,
Q18D63,CD630_03240,Cobalt transport protein CbiM (Energy-coupling factor transporter probable substrate-capture protein CbiM) (ECF transporter S component CbiM),,cbiM
Q187I8,CD630_18740,"ABC-type transport system, ATP-binding protein Tn1549-like, CTn5-Orf34 (EC 3.6.3.-)",,vexP2
Q182V2,CD630_26180,Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),,ileS
Q188F6,CD630_20880,Xanthine dehydrogenase iron-sulfur binding subunit XdhC2 (EC 1.17.1.4),,xdhC2
Q18CC0,CD630_00320,Putative beta-glucosidase (EC 3.2.1.58),,
Q18C48,CD630_15280,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q188S6,CD630_04840,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q18A38,CD630_08420,Uncharacterized protein,,
Q18CY5,CD630_02470,Flagellar hook-basal body complex protein FliE,,fliE
Q184S5,CD630_30890,"PTS system, glucose-like IIBC component (EC 2.7.1.69)",,
Q183Q4,CD630_28180,"ABC-type transport system, multidrug-family ATP-binding/permease protein (EC 3.6.3.-)",,
Q180N9,CD630_33911,Uncharacterized protein,,
Q186L3,CD630_16590,Cation-transporting ATPase,,
Q182R9,CD630_25810,16S rRNA m5C967 methyltransferase (EC 2.1.1.176) (rRNA (cytosine-C(5)-)-methyltransferase RsmB),,rsmB
Q188Q4,CD630_04620,Stage 0 sporulation protein A homolog,,
Q189Y5,CD630_07910,Uncharacterized protein,,
Q181V8,CD630_31660,"Transcriptional regulator, hxlR family",,
Q185V4,CD630_21650,"Transcriptional regulator, HTH-type",,
Q18A32,CD630_08350,"Transcriptional regulator, MarR family",,
Q180M8,CD630_33800,"Putative cell wall hydrolase Tn916-like,CTn7-Orf16",,
Q18A08,CD630_08130,"Putative PTS system, IIB component",,
Q188I3,CD630_03950,Isocaprenoyl-CoA:2-hydroxyisocaproate CoA-transferase (EC 2.8.3.-),,hadA
Q188U3,CD630_05030,"Putative membrane protein Tn5397, CTn3-Orf15",,
Q18CY0,CD630_02440,Putative CDP-glycerol:Poly(Glycerophosphate) glycerophosphotransferase,,
Q187T8,CD630_19780,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q181I8,CD630_35860,Histidine kinase (EC 2.7.13.3),,
Q185N0,CD630_23590,"Putative hydrolase, HAD superfamily, subfamily IIB (EC 3.1.3.-)",,
Q18CN8,CD630_01470,Riboflavin transporter,,
Q183K9,CD630_27720,"Putative glycosyl transferase, family 2 (EC 2.4.1.-)",,tuaG
Q18BE3,CD630_12800,"Fe-s iron-sulfur cluster assembly protein, nifu family",,
Q181G6,CD630_35640,Pro-sigma(E) endopeptidase (Stage II sporulation),,spoIIR
Q186T4,CD630_17260,Uncharacterized protein,,
Q182A8,CD630_24220,Sodium:alanine symporter,,
Q185B5,CD630_22450,Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS),asnS,asnC
Q183C0,CD630_26860,Putative membrane protein,,
Q182A0,CD630_24150,Putative sorbitol-like operon activator protein (Glucitol),,
Q18BW4,CD630_14440,Putative exported polysaccharide deacetylase,,
Q18DC0,CD630_03830,"Putative cell-division FtsK/SpoIIIE-family protein Tn916-like, CTn1-Orf28",,
Q188X9,CD630_05330,Stage 0 sporulation protein A homolog,,cheY
Q18AJ3,CD630_09950,Putative D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),,serA
Q18BK4,CD630_13410,Exodeoxyribonuclease III (EC 3.1.11.2),,exoA
Q186E5,CD630_15900,Putative membrane protein,,
Q18BF4,CD630_12910,Serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4),,dacF
Q185J1,CD630_23170,Histidine kinase (EC 2.7.13.3),,
Q188Y5,CD630_05390,Chemotaxis protein CheA (EC 2.7.13.3),,cheA
Q181S5,CD630_36730,"Putative stage 0 sporulation protein,DNA-binding protein Spo0J-like",,
Q185W9,CD630_21810,Putative alpha/beta hydrolase,,
Q186I7,CD630_16340,Tellurium resistance protein terD,,terD
Q184S6,CD630_30880,Putative cellobiose-phosphate degrading protein,,
Q18AY2,CD630_11261,"Transcriptional regulator, HTH-type",,
Q18B00,CD630_11380,Ion-translocating oxidoreductase complex subunit D (EC 7.-.-.-) (Rnf electron transport complex subunit D),,rnfD
Q18B30,CD630_11670,Putative integrase/recombinase,,
Q18CL3,CD630_01210,Putative thiosulfate sulfurtransferase (EC 2.8.1.1),,
Q182N5,CD630_25480,"ABC-type transport system, sugar-family permease",,
Q184G6,CD630_29760,CRISPR-associated endonuclease Cas1 (EC 3.1.-.-),,cas1
Q18DA0,CD630_03590,"Putative RNA polymerase sigma factor Tn916-like,CTn1-Orf4",,
Q183X4,CD630_28870,Putative diguanylate kinase signaling protein (EC 2.7.7.65),,
Q180J4,CD630_33490,Exosporium glycoprotein BclA3,,bclA3
Q185D2,CD630_22590,Cupin domain protein,,
Q186C5,CD630_15720,Transposase-like protein B,,tlpB4
Q18AS4,CD630_10730,"Transcriptional regulator, GntR family",,
Q186N0,CD630_16750,"Transcriptional regulator, hxlR family",,
Q186U7,CD630_17390,Stage 0 sporulation protein A homolog,,
Q182L9,CD630_25320,"Aminotransferase, alanine--glyoxylate transaminase (EC 2.6.1.-)",,
Q184Z2,CD630_31530,"Transcriptional regulator, Phage-type",,
Q18B76,CD630_12120,Diamine N-acetyltransferase (EC 2.3.1.57),,bltD
Q18BP1,CD630_13760,Putative phage protein,,
Q185C0,CD630_22460,Subtilisin-like serine germination related protease,,cspC
Q181N5,CD630_36340,"Transcriptional regulator, MerR family",,
Q187K2,CD630_18900,"ABC-type transport system, multidrug-family permease",,
F3Y650,CD630_26811,Uncharacterized protein,,
Q18AW5,CD630_11090,Methyltransferase (EC 2.1.1.-),,
Q183H6,CD630_27420,Putative hydrolase beta-lactamase-like,,
Q184S1,CD630_30830,Putative PTS system EIIA component,,
Q180T1,CD630_34330,Cobalamin biosynthesis protein CobD,cobD,cbiB
Q185G0,CD630_22890,Stage 0 sporulation protein A homolog,,
Q182Z6,CD630_26630,Putative signaling protein,,
Q189I3,CD630_06410,Putative membrane protein,,
Q18CV0,CD630_02150,Transposase IS200/IS605-like OrfA,,
Q18CY1,CD630_02430,Flagella glycosylation methyltransferase domain protein,,
Q184P1,CD630_30550,"ABC-type transport system, permease",,
Q18DC5,CD630_03880,"PTS system, beta-glucoside-specific IIABC component (EC 2.7.1.69)",,bglF
Q18B12,CD630_11500,Cell division inhibitor MinD (Septum site-determining protein MinD),,minD
Q182D6,CD630_24490,Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193),,
Q186B7,CD630_22300,Putative formate/nitrite transporter,,
Q185R3,CD630_21250,Putative acetyltransferase,,
Q189M9,CD630_06830,"Transcriptional regulator, LacI family",,
Q18BV6,CD630_14380,Putative TPR repeat-containing protein,,
Q188Q5,CD630_04610,Histidine kinase (EC 2.7.13.3),,
Q18D13,CD630_02700,Flagellar motor switch protein FliM,,fliM
Q18CV2,CD630_02130,Putative spore coat protein,,
Q183T8,CD630_28510,D-alanyl carrier protein (DCP) (D-alanine--poly(phosphoribitol) ligase subunit 2),,dltC
F3Y614,CD630_31001,Uncharacterized protein,,
Q17ZW3,CD630_32210,"Putative peptidase, M20D family (EC 3.5.1.-)",,
Q184R8,CD630_30820,"PTS system, lactose/cellobiose-family IIB component",,
Q187W6,CD630_20040,"Transcriptional regulator, MarR family",,effR
Q182D7,CD630_24510,Putative CRISPR-associated ATP-dependent helicase,,
Q18C37,CD630_15190,Putative acyltransferase,,
Q18BN9,CD630_13680,Putative phage cell wall XkdQ-like hydrolase,,
Q18B02,CD630_11410,Ion-translocating oxidoreductase complex subunit A (EC 7.-.-.-) (Rnf electron transport complex subunit A),,rnfA
Q18D68,CD630_03260,"ABC-type transport system, cobalt-specific permease",,cbiQ1
Q18B60,CD630_11950,Stage III sporulation protein AD,,spoIIIAD
Q189X5,CD630_07780,Uncharacterized protein,,
Q183S7,CD630_28430,Putative zinc-binding dehydrogenase (EC 1.6.5.5),,
Q184F4,CD630_29630,Uncharacterized protein,,
Q187U1,CD630_19810,"Transcriptional regulator, hxlR family",,
Q184K1,CD630_30120,Putative alpha-mannosidase (EC 3.2.1.24),,
Q18BG5,CD630_13020,Putative MazG-like pyrophosphohydrolase,,
Q188M9,CD630_04380,Uncharacterized protein,,
Q188Z8,CD630_05550,Signal peptidase I (EC 3.4.21.89),,sip2A
Q186G9,CD630_16140,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q180N4,CD630_33870,"Putative conjugative transposon protein Tn916-like, CTn7-Orf24",,
Q181B1,CD630_35110,Putative type IV pilus secretion protein,,
Q189J8,CD630_06530,"ABC-type transport system, multidrug-family ATP-binding protein (EC 3.6.3.-)",,
Q18BS4,CD630_14030,Putative synthetase,,
Q180Y0,CD630_34810,Protein-tyrosine phosphatase reductase (EC 3.1.3.48),,
Q181U0,CD630_31760,RNA polymerase sigma-54 factor,,rpoN
Q18BI8,CD630_13250,"Putative tRNA 2-selenouridine synthase,selenophosphate-dependent Rhodanese-like domain protein",,
Q188J6,CD630_04060,Putative tRNA (Uracil-5-)-methyltransferase (EC 2.1.1.35),,
Q182G7,CD630_24800,Putative hydrolase,,
Q18C64,CD630_15420,Fic family protein,,
Q187U9,CD630_19902,Major cold shock protein CspC,,cspC1
F3Y5Z6,CD630_22242,Putative extrachromosomal origin protein,,
Q187A0,CD630_17890,Putative membrane protein,,
Q186P8,CD630_16920,"Transcriptional regulator, ArsR family",,
Q189K7,CD630_06640,Negative regulator of toxin gene expression,,tcdC
Q183B1,CD630_26780,Succinyl CoA:3-oxoacid CoA-transferase subunit B (EC 2.8.3.5),,scoB
Q18BV1,CD630_14310,"Putative helicase, DinG family",,
Q18BX6,CD630_14560,Putative SAM-dependent methyltransferase,,
Q188W2,CD630_05160,Transcription antiterminator,,
Q186Y3,CD630_17740,"ABC-type transport system, aminoacid-family extracellular solute-binding protein",,
Q189P2,CD630_06970,Putative regulator of K+ conductance,,
Q183P1,CD630_28020,Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),,tgt
Q189S5,CD630_07280,CO-methylating acetyl-CoA synthase (EC 2.3.1.169),,
Q187W4,CD630_20020,"Transcriptional regulator, HTH-type",,
Q187K5,CD630_18940,PBECR3 domain-containing protein,,
Q182D8,CD630_24500,Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-),,prmA
Q18BY3,CD630_14640,Stage 0 sporulation protein A homolog,,
Q187V3,CD630_19940,"Putative membrane protein, DUF1648 family",,
Q187R8,CD630_19570,Stage 0 sporulation protein A homolog,,
Q182Y9,CD630_26550,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme),,murF
