gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits	virus.tax.id	virus.name	virus.lineage	refseq.id.y	KEGG.GENOME	KEGG.DISEASE	DISEASE	host.tax.id	host.name	host.lineage	domain	phylum	class	order	family	genus.etc	pmid	evidence	sample.type	source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020081.2_47	NC_020081	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	215	6	4	FALSE	0.051162791	8	152	33	14	5	3	1204533	Bacillus phage phiAGATE	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Agate	NC_020081	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020081.2_67	NC_020081	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	215	6	4	FALSE	0.051162791	8	152	33	14	5	3	1204533	Bacillus phage phiAGATE	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Agate	NC_020081	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020081.2_67	NC_020081	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	215	6	4	FALSE	0.051162791	8	152	33	14	5	3	1204533	Bacillus phage phiAGATE	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Agate	NC_020081	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020478.1_67	NC_020478	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	79	6	1	FALSE	0.037974684	4	60	10	4	0	1	1273739	Bacillus virus Andromeda	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Andromedavirus	NC_020478	NA	NA	NA	1189615	Bacillus pumilus BL8	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus pumilus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus pumilus	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020479.1_67	NC_020479	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	80	6	1	FALSE	0.0375	4	58	13	4	0	1	1273740	Bacillus virus Curly	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Andromedavirus	NC_020479	NA	NA	NA	1189615	Bacillus pumilus BL8	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus pumilus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus pumilus	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020480.1_66	NC_020480	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	79	6	1	FALSE	0.037974684	4	58	12	4	0	1	1273742	Bacillus virus Finn	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Andromedavirus	NC_020480	NA	NA	NA	1189615	Bacillus pumilus BL8	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus pumilus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus pumilus	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020484.1_162	NC_020484	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK	0	FALSE	0	199	6	20	FALSE	0.070351759	21	53	96	23	4	2	1283076	Pelagibacter phage HTVC008M	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_020484	NA	NA	NA	335992	Candidatus Pelagibacter ubique HTCC1062	Bacteria; Proteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter; Candidatus Pelagibacter ubique	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020873.1_9	NC_020873	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	220	6	5	FALSE	0.05	10	173	16	14	5	2	1195072	Bacillus phage vB_BceM_Bc431v3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bc431	NC_020873	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020873.1_9	NC_020873	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	220	6	5	FALSE	0.05	10	173	16	14	5	2	1195072	Bacillus phage vB_BceM_Bc431v3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bc431	NC_020873	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020873.1_87	NC_020873	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	220	6	5	FALSE	0.05	10	173	16	14	5	2	1195072	Bacillus phage vB_BceM_Bc431v3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bc431	NC_020873	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020873.1_97	NC_020873	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	220	6	5	FALSE	0.05	10	173	16	14	5	2	1195072	Bacillus phage vB_BceM_Bc431v3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bc431	NC_020873	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020873.1_97	NC_020873	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	220	6	5	FALSE	0.05	10	173	16	14	5	2	1195072	Bacillus phage vB_BceM_Bc431v3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bc431	NC_020873	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020883.1_84	NC_020883	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	90	0	2	FALSE	0.011111111	3	42	42	2	1	0	547228	Bacillus phage PM1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Saundersvirus; unclassified Saundersvirus	NC_020883	NA	NA	NA	86029	Bacillus subtilis subsp. natto	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus subtilis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus subtilis group; Bacillus subtilis	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020883.1_84	NC_020883	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	90	0	2	FALSE	0.011111111	3	42	42	2	1	0	547228	Bacillus phage PM1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Saundersvirus; unclassified Saundersvirus	NC_020883	NA	NA	NA	86029	Bacillus subtilis subsp. natto	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus subtilis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus subtilis group; Bacillus subtilis	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_020883.1_86	NC_020883	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	90	0	2	FALSE	0.011111111	3	42	42	2	1	0	547228	Bacillus phage PM1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Saundersvirus; unclassified Saundersvirus	NC_020883	NA	NA	NA	86029	Bacillus subtilis subsp. natto	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus subtilis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus subtilis group; Bacillus subtilis	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021302.1_47	NC_021302	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	76	4	1	FALSE	0.013157895	5	56	10	2	0	3	1327765	Mycobacterium phage Fishburne	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Pclasvirinae; Fishburnevirus; Mycobacterium virus Fishburne	NC_021302	NA	NA	NA	246196	Mycolicibacterium smegmatis MC2 155	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium; Mycolicibacterium smegmatis	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021325.1_43	NC_021325	K06283	spoIIID;stage III sporulation protein D	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	49	6	1	FALSE	0.040816327	6	21	18	2	1	1	1305708	Clostridium phage vB_CpeS-CP51	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_021325	NA	NA	NA	1502	Clostridium perfringens	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021540.1_28	NC_021540	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	107	7	1	FALSE	0.018691589	7	50	47	2	1	0	1283071	Vibrio phage JA-1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae	NC_021540	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021540.1_28	NC_021540	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	107	7	1	FALSE	0.018691589	7	50	47	2	1	0	1283071	Vibrio phage JA-1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae	NC_021540	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021557.1_5	NC_021557	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	53	4	1	FALSE	0.018867925	4	18	22	5	0	4	929834	Rhizobium phage RR1-B	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_021557	NA	NA	NA	358	Agrobacterium tumefaciens	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens complex	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium; Agrobacterium tumefaciens complex	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021788.1_58	NC_021788	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	195	6	3	FALSE	0.01025641	8	165	19	2	0	1	1328029	Cellulophaga phage phi4:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Lightbulbvirus; Cellulophaga virus Cba41	NC_021788	NA	NA	NA	1348582	Cellulophaga baltica 4	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021788.1_58	NC_021788	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	195	6	3	FALSE	0.01025641	8	165	19	2	0	1	1328029	Cellulophaga phage phi4:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Lightbulbvirus; Cellulophaga virus Cba41	NC_021788	NA	NA	NA	1348582	Cellulophaga baltica 4	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021790.1_61	NC_021790	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	62	3	2	FALSE	0.032258065	2	42	10	5	1	2	1327982	Cellulophaga phage phi18:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Helsingorvirus; Cellulophaga virus Cba181	NC_021790	NA	NA	NA	1348584	Cellulophaga baltica 18	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021790.1_61	NC_021790	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	62	3	2	FALSE	0.032258065	2	42	10	5	1	2	1327982	Cellulophaga phage phi18:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Helsingorvirus; Cellulophaga virus Cba181	NC_021790	NA	NA	NA	1348584	Cellulophaga baltica 18	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021791.1_59	NC_021791	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	60	3	1	FALSE	0.016666667	3	40	11	4	1	1	1327976	Cellulophaga phage phi12:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Helsingorvirus; Cellulophaga virus Cba121	NC_021791	NA	NA	NA	76594	Cellulophaga baltica	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021791.1_59	NC_021791	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	60	3	1	FALSE	0.016666667	3	40	11	4	1	1	1327976	Cellulophaga phage phi12:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Helsingorvirus; Cellulophaga virus Cba121	NC_021791	NA	NA	NA	76594	Cellulophaga baltica	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021795.1_60	NC_021795	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	61	3	1	FALSE	0.032786885	2	44	9	5	1	0	1327980	Cellulophaga phage phi17:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Helsingorvirus; Cellulophaga virus Cba171	NC_021795	NA	NA	NA	76594	Cellulophaga baltica	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021795.1_60	NC_021795	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	FM	0	FALSE	0	61	3	1	FALSE	0.032786885	2	44	9	5	1	0	1327980	Cellulophaga phage phi17:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Helsingorvirus; Cellulophaga virus Cba171	NC_021795	NA	NA	NA	76594	Cellulophaga baltica	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021796.1_72	NC_021796	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	90	5	1	FALSE	0.011111111	6	22	61	1	0	0	1327977	Cellulophaga phage phi38:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae; crAss-like viruses	NC_021796	NA	NA	NA	1348585	Cellulophaga baltica NN016038	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021796.1_72	NC_021796	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	90	5	1	FALSE	0.011111111	6	22	61	1	0	0	1327977	Cellulophaga phage phi38:1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae; crAss-like viruses	NC_021796	NA	NA	NA	1348585	Cellulophaga baltica NN016038	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga; Cellulophaga baltica	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_021798.1_59	NC_021798	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	188	2	3	FALSE	0.010638298	8	158	19	2	0	1	1327972	Cellulophaga phage phi17:2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Lightbulbvirus; Cellulophaga virus Cba172	NC_021798	NA	NA	NA	76594	Cellulophaga baltica	Bacteria; Bacteroidetes/Chlorobi group; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Cellulophaga	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae; Cellulophaga	NA	RefSeq	NA	NA
