gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_36	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_40	NC_015289.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_41	NC_015289.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_42	NC_015289.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_43	NC_015289.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_96	NC_015289.1	K02638	plastocyanin	Energy	Photosynthesis		Cytochrome b6f complex	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_97	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_99	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_101	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_117	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_130	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_146	NC_015289.1	K02040	pstS; phosphate transport system substrate-binding protein	Transporters			Phosphate transport system	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_153	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_175	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_187	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_189	NC_015289.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015289.1_202	NC_015289.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_13	NC_015290.1							1	MKEB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_14	NC_015290.1							1	MKEB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_15	NC_015290.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_17	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_20	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_24	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_26	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_30	NC_015290.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_31	NC_015290.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_32	NC_015290.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_45	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_50	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_76	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_118	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_133	NC_015290.1	K11175	phosphoribosylglycinamide formyltransferase [EC:2.1.2.2] [RN:R04325]	MISC	Information systems	Nucleotide	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_164	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_187	NC_015290.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_187	NC_015290.1	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_199	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_202	NC_015290.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015290.1_214	NC_015290.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015292.1_113	NC_015292.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015294.2_144	NC_015294.2							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015296.1_29	NC_015296.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015296.1_81	NC_015296.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015457.1_62	NC_015457.1	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015464.1_45	NC_015464.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015464.1_72	NC_015464.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015464.1_86	NC_015464.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015465.1_33	NC_015465.1	K03086	sigA;RNA polymerase sigma factor RpoD	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015568.1_23	NC_015568.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015568.1_23	NC_015568.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015569.1_14	NC_015569.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015569.1_77	NC_015569.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015569.1_93	NC_015569.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015569.1_135	NC_015569.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015569.1_143	NC_015569.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015569.1_194	NC_015569.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015937.1_4	NC_015937.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_015938.1_81	NC_015938.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016071.1_10	NC_016071.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016071.1_95	NC_016071.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016071.1_140	NC_016071.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016071.1_145	NC_016071.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016073.1_32	NC_016073.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016073.1_82	NC_016073.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016163.1_49	NC_016163.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016163.1_56	NC_016163.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016163.1_69	NC_016163.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016164.1_27	NC_016164.1	K03086	sigA;RNA polymerase sigma factor RpoD	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016165.1_11	NC_016165.1	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016166.1_37	NC_016166.1	CE5	CE5 acetyl xylan esterase (EC 3.1.1.72); cutinase (EC 3.1.1.74)	carbon utilization	CAZY		Carbohydrate Esterases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016166.1_67	NC_016166.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016562.1_21	NC_016562.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016562.1_34	NC_016562.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016562.1_169	NC_016562.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016563.1_273	NC_016563.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016564.1_10	NC_016564.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016564.1_21	NC_016564.1	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016564.1_33	NC_016564.1	K02003	ABC.CD.A;	Transporters			Putative ABC transport system	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016566.1_7	NC_016566.1	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	MISC	Information systems		DNA polymerase III complex, bacteria	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016566.1_7	NC_016566.1	K02338	dnaN;DNA polymerase III subunit beta	MISC	DNA replication		Genetics	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016567.1_65	NC_016567.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016570.1_31	NC_016570.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016570.1_79	NC_016570.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016652.1_51	NC_016652.1	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	MISC	Information systems		DNA polymerase III complex, bacteria	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016652.1_51	NC_016652.1	K02338	dnaN;DNA polymerase III subunit beta	MISC	DNA replication		Genetics	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016656.1_12	NC_016656.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016656.1_38	NC_016656.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016656.1_45	NC_016656.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016657.1_19	NC_016657.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016657.1_44	NC_016657.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016658.1_9	NC_016658.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016658.1_48	NC_016658.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016659.1_2	NC_016659.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016659.1_33	NC_016659.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016659.1_39	NC_016659.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016762.1_14	NC_016762.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016764.1_16	NC_016764.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016766.1_8	NC_016766.1							1	MKEF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016766.1_60	NC_016766.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_016767.1_14	NC_016767.1	GH5	GH5 endo-beta-1,4-glucanase / cellulase (EC 3.2.1.4); endo-beta-1,4-xylanase (EC 3.2.1.8); beta-glucosidase (EC 3.2.1.21); beta-mannosidase (EC 3.2.1.25); beta-glucosylceramidase (EC 3.2.1.45); glucan beta-1,3-glucosidase (EC 3.2.1.58); licheninase (EC 3.2.1.73); exo-beta-1,4-glucanase / cellodextrinase (EC 3.2.1.74); glucan endo-1,6-beta-glucosidase (EC 3.2.1.75); mannan endo-beta-1,4-mannosidase (EC 3.2.1.78); cellulose beta-1,4-cellobiosidase (EC 3.2.1.91); steryl beta-glucosidase (EC 3.2.1.104); endoglycoceramidase (EC 3.2.1.123); chitosanase (EC 3.2.1.132); beta-primeverosidase (EC 3.2.1.149); xyloglucan-specific endo-beta-1,4-glucanase (EC 3.2.1.151); endo-beta-1,6-galactanase (EC 3.2.1.164); hesperidin 6-O-alpha-L-rhamnosyl-beta-glucosidase (EC 3.2.1.168); beta-1,3-mannanase (EC 3.2.1.-); arabinoxylan-specific endo-beta-1,4-xylanase (EC 3.2.1.-); mannan transglycosylase (EC 2.4.1.-); lichenase / endo-beta-1,3-1,4-glucanase (EC 3.2.1.73); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-glucanase / laminarinase (EC 3.2.1.39); beta-N-acetylhexosaminidase (EC 3.2.1.52); chitosanase (EC 3.2.1.132); beta-D-galactofuranosidase (EC 3.2.1.146);	carbon utilization	CAZY	Amorphous Cellulose Backbone Cleavage, Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Xylan Backbone Cleavage (Hemicellulose), Beta-mannan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Chitin Oligo Cleavage	Glycoside Hydrolases	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017688.1_12	NC_017688.1	CE2	CE2 acetyl xylan esterase (EC 3.1.1.72).	carbon utilization	CAZY	Beta-mannan Oligo Cleavage (Hemicellulose)	Carbohydrate Esterases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017695.1_12	NC_017695.1	CE2	CE2 acetyl xylan esterase (EC 3.1.1.72).	carbon utilization	CAZY	Beta-mannan Oligo Cleavage (Hemicellulose)	Carbohydrate Esterases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017969.1_99	NC_017969.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017974.1_68	NC_017974.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017974.1_224	NC_017974.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017976.1_25	NC_017976.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017976.1_25	NC_017976.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_017985.1_2	NC_017985.1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018085.1_25	NC_018085.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018088.1_17	NC_018088.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018276.1_29	NC_018276.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018276.1_29	NC_018276.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018276.1_64	NC_018276.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018277.1_28	NC_018277.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018280.1_33	NC_018280.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018283.1_36	NC_018283.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018835.1_67	NC_018835.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018837.1_83	NC_018837.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018837.1_90	NC_018837.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018843.1_31	NC_018843.1	K03496	parA;sporulation initiation inhibitor protein Soj	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018843.1_47	NC_018843.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018843.1_88	NC_018843.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018856.1_164	NC_018856.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018857.1_9	NC_018857.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018859.1_55	NC_018859.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_13	NC_018860.1	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_13	NC_018860.1	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_18	NC_018860.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_96	NC_018860.1	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_104	NC_018860.1	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_104	NC_018860.1	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_104	NC_018860.1	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018860.1_104	NC_018860.1	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018861.1_46	NC_018861.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018861.1_75	NC_018861.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018861.1_88	NC_018861.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_018863.1_12	NC_018863.1							1	MK
