refseq.id	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits
NC_023595.2	0	FALSE	0	68	2	0	FALSE	0.029411765	3	48	12	3	1	1
NC_023597.1	0	FALSE	0	91	2	0	FALSE	0.021978022	8	68	9	2	2	2
NC_023599.1	0	FALSE	0	52	6	1	FALSE	0.057692308	7	31	10	3	1	0
NC_023600.1	0	FALSE	0	95	9	0	FALSE	0	3	82	8	0	0	2
NC_023601.2	0	FALSE	0	175	3	2	FALSE	0.028571429	9	115	36	8	3	4
NC_023602.1	0	FALSE	0	81	4	0	FALSE	0.024691358	2	37	36	3	0	3
NC_023603.1	0	FALSE	0	100	9	0	FALSE	0.01	3	84	10	1	0	2
NC_023604.1	0	FALSE	0	61	0	0	FALSE	0	3	49	8	0	0	1
NC_023605.1	0	FALSE	0	64	6	0	FALSE	0.03125	5	16	41	2	0	0
NC_023606.1	0	FALSE	0	88	4	0	FALSE	0.022727273	7	66	9	2	2	2
NC_023607.1	0	FALSE	0	84	3	1	FALSE	0.035714286	7	54	15	3	2	3
NC_023608.1	0	FALSE	0	55	8	0	FALSE	0.018181818	0	46	6	1	1	1
NC_023609.1	0	FALSE	0	68	1	0	FALSE	0.014705882	9	46	8	2	2	1
NC_023610.1	0	FALSE	0	246	38	3	FALSE	0.016260163	6	98	134	4	0	4
NC_023612.1	0	FALSE	0	57	2	0	FALSE	0	8	25	19	1	2	2
NC_023614.1	0	FALSE	0	48	2	0	FALSE	0	2	26	17	0	0	3
NC_023686.1	0	FALSE	0	94	12	0	FALSE	0	2	83	8	0	0	1
NC_023687.1	0	FALSE	0	93	1	1	FALSE	0.010752688	6	71	13	1	1	1
NC_023688.1	0	FALSE	0	330	10	2	FALSE	0.039393939	31	214	35	28	10	12
NC_023689.1	0	FALSE	0	139	12	0	TRUE	0.028776978	7	108	15	5	1	3
NC_023690.1	0	FALSE	0	228	11	4	FALSE	0.026315789	5	194	19	8	0	2
NC_023691.1	0	FALSE	0	101	0	0	FALSE	0	3	51	43	3	0	1
NC_023692.1	0	FALSE	0	80	2	1	FALSE	0.0125	5	55	15	2	0	3
NC_023693.1	0	FALSE	0	238	6	6	FALSE	0.042016807	12	147	59	12	2	6
NC_023694.1	0	FALSE	0	107	0	0	FALSE	0	4	74	27	0	1	1
NC_023695.1	0	FALSE	0	82	2	0	FALSE	0	8	63	9	0	1	1
NC_023696.1	0	FALSE	0	229	4	0	FALSE	0.021834061	9	194	18	6	1	1
NC_023697.1	0	FALSE	0	76	4	2	FALSE	0.026315789	6	55	9	3	1	2
NC_023698.1	0	FALSE	0	102	6	0	FALSE	0.029411765	2	77	18	3	0	2
NC_023699.1	0	FALSE	0	100	5	1	FALSE	0.02	7	74	13	2	0	4
NC_023700.1	0	FALSE	0	52	0	0	FALSE	0.038461538	3	40	3	3	0	3
NC_023701.1	0	FALSE	0	94	9	1	FALSE	0.010638298	2	85	5	1	0	1
NC_023702.1	0	FALSE	0	75	1	1	FALSE	0.013333333	8	53	9	1	3	1
NC_023703.1	0	FALSE	0	93	7	1	FALSE	0.010752688	4	60	24	1	0	4
NC_023704.1	0	FALSE	0	81	1	1	FALSE	0.012345679	7	60	11	1	1	1
NC_023705.1	0	FALSE	0	59	2	0	FALSE	0	4	47	7	0	0	1
NC_023706.1	0	FALSE	0	98	1	1	FALSE	0.020408163	3	41	49	3	0	2
NC_023707.1	0	FALSE	0	88	3	0	FALSE	0.011363636	9	65	9	1	2	2
NC_023708.1	0	FALSE	0	90	1	1	FALSE	0.011111111	7	69	11	1	1	1
NC_023709.1	0	FALSE	0	80	3	1	FALSE	0.0125	8	54	11	2	2	3
NC_023710.1	0	FALSE	0	81	2	0	FALSE	0.012345679	8	60	10	1	1	1
NC_023711.1	0	FALSE	0	99	11	0	FALSE	0	2	89	7	0	0	1
NC_023712.1	0	FALSE	0	121	7	1	FALSE	0.024793388	4	101	11	3	1	1
NC_023713.1	0	FALSE	0	90	1	1	FALSE	0.011111111	8	63	14	1	2	2
NC_023714.1	0	FALSE	0	221	4	0	FALSE	0.022624434	10	186	17	6	1	1
NC_023715.1	0	FALSE	0	42	0	0	FALSE	0.023809524	17	11	4	1	3	6
NC_023716.1	0	FALSE	0	87	1	1	FALSE	0.022988506	8	61	11	2	2	3
NC_023717.1	0	FALSE	0	305	8	1	FALSE	0.026229508	13	228	48	13	2	1
NC_023719.1	0	FALSE	0	674	52	15	TRUE	0.044510386	23	86	527	30	2	6
NC_023720.1	0	FALSE	0	85	4	0	FALSE	0.011764706	9	64	9	1	1	1
NC_023721.1	0	FALSE	0	97	7	0	FALSE	0.020618557	4	75	13	2	1	2
NC_023722.1	0	FALSE	0	86	7	1	FALSE	0.011627907	2	32	50	1	0	1
NC_023723.1	0	FALSE	0	85	4	0	FALSE	0.011764706	9	64	9	1	1	1
NC_023724.1	0	FALSE	0	88	4	0	FALSE	0.022727273	6	73	5	2	1	1
NC_023725.1	0	FALSE	0	228	8	0	FALSE	0.021929825	9	194	17	6	1	1
NC_023726.1	0	FALSE	0	89	1	1	FALSE	0.011235955	8	68	10	1	1	1
NC_023727.1	0	FALSE	0	96	11	0	FALSE	0	2	85	8	0	0	1
NC_023728.1	0	FALSE	0	103	7	0	FALSE	0.029126214	6	79	13	3	0	2
NC_023729.1	0	FALSE	0	65	2	0	FALSE	0.030769231	4	48	8	3	1	1
NC_023730.1	0	FALSE	0	63	6	0	FALSE	0.031746032	4	40	14	3	1	1
NC_023731.1	0	FALSE	0	88	3	0	FALSE	0.011363636	9	67	6	2	2	2
NC_023732.1	0	FALSE	0	103	9	0	FALSE	0.048543689	7	69	18	6	1	2
NC_023733.1	0	FALSE	0	228	6	0	FALSE	0.021929825	9	192	19	6	1	1
NC_023734.1	0	FALSE	0	50	1	0	FALSE	0	7	12	25	2	2	2
NC_023735.1	0	FALSE	0	108	2	0	FALSE	0	4	72	30	0	1	1
NC_023736.1	0	FALSE	0	54	0	0	FALSE	0.018518519	15	6	27	1	1	4
NC_023737.1	0	FALSE	0	225	6	0	FALSE	0.022222222	10	190	17	6	1	1
NC_023738.1	0	FALSE	0	191	7	3	FALSE	0.031413613	6	154	20	8	0	3
NC_023739.1	0	FALSE	0	77	1	1	FALSE	0	8	60	5	0	3	1
NC_023740.1	0	FALSE	0	97	11	0	FALSE	0	2	86	8	0	0	1
NC_023741.1	0	FALSE	0	94	9	0	FALSE	0	3	84	6	0	0	1
NC_023742.1	0	FALSE	0	98	13	0	FALSE	0	2	87	8	0	0	1
NC_023743.1	0	FALSE	0	74	5	0	FALSE	0.040540541	6	46	13	5	1	3
NC_023744.1	0	FALSE	0	91	8	1	FALSE	0.021978022	6	39	42	2	1	1
NC_023745.1	0	FALSE	0	81	3	1	FALSE	0.012345679	9	49	15	2	2	4
NC_023746.1	0	FALSE	0	99	9	0	FALSE	0.02020202	6	76	13	2	0	2
NC_023747.1	0	FALSE	0	92	4	0	FALSE	0.010869565	7	79	2	1	2	1
NC_023748.1	0	FALSE	0	96	2	0	FALSE	0.010416667	6	70	17	1	1	1
NC_023841.1	0	FALSE	0	52	6	0	FALSE	0.019230769	2	8	41	1	0	0
NC_023856.1	0	FALSE	0	198	24	2	FALSE	0.045454545	25	131	17	17	5	3
NC_023859.1	0	FALSE	0	118	2	0	FALSE	0.016949153	0	24	91	2	0	1
NC_023862.1	0	FALSE	0	84	2	0	FALSE	0.011904762	6	63	12	1	1	1
NC_023863.2	0	FALSE	0	95	4	0	FALSE	0.021052632	9	15	67	2	0	2
NC_023865.1	0	FALSE	0	76	2	1	FALSE	0.013157895	9	35	25	3	2	2
NC_024121.1	0	FALSE	0	271	8	1	FALSE	0.025830258	31	76	112	26	11	15
NC_024122.1	0	FALSE	0	211	18	2	FALSE	0.042654028	29	140	16	17	5	4
NC_024123.1	0	FALSE	0	88	2	0	FALSE	0.022727273	3	75	7	2	1	0
NC_024124.2	0	FALSE	0	272	12	0	FALSE	0.051470588	32	156	23	34	13	14
NC_024125.2	0	FALSE	0	275	10	2	FALSE	0.043636364	29	150	34	32	12	18
NC_024134.1	0	FALSE	0	216	6	2	FALSE	0.037037037	13	168	16	12	2	5
NC_024135.1	0	FALSE	0	61	4	0	FALSE	0.016393443	4	30	23	2	0	2
NC_024136.1	0	FALSE	0	88	1	1	FALSE	0.011363636	7	68	10	1	1	1
NC_024137.1	0	FALSE	0	217	8	5	FALSE	0.055299539	10	160	23	15	6	3
NC_024138.1	0	FALSE	0	105	7	1	FALSE	0.00952381	1	85	16	2	0	1
NC_024139.1	0	FALSE	0	159	7	1	FALSE	0.094339623	13	97	19	23	1	6
NC_024140.1	0	FALSE	0	89	8	0	FALSE	0.011235955	9	72	5	1	1	1
NC_024141.1	0	FALSE	0	81	3	1	FALSE	0.024691358	9	51	13	3	2	3
NC_024142.2	0	FALSE	0	93	4	0	FALSE	0.010752688	8	72	11	1	1	0
NC_024143.1	0	FALSE	0	87	2	0	FALSE	0.011494253	5	63	15	1	1	2
NC_024144.1	0	FALSE	0	88	12	2	FALSE	0.022727273	6	48	26	6	1	1
NC_024145.1	0	FALSE	0	94	10	0	FALSE	0.010638298	3	82	6	1	0	2
NC_024146.1	0	FALSE	0	73	5	2	FALSE	0.082191781	2	54	6	7	3	1
NC_024147.1	0	FALSE	0	90	4	0	FALSE	0.022222222	5	69	12	2	1	1
NC_024148.1	0	FALSE	0	84	3	0	FALSE	0.011904762	9	58	12	2	2	1
NC_024149.1	0	FALSE	0	24	1	0	FALSE	0.041666667	5	3	14	1	1	0
NC_024203.1	0	FALSE	0	76	0	0	FALSE	0.013157895	2	68	4	1	1	0
NC_024204.1	0	FALSE	0	59	8	0	FALSE	0.016949153	0	46	10	1	1	1
NC_024205.1	0	FALSE	0	290	6	2	FALSE	0.024137931	9	242	21	10	6	2
NC_024206.1	0	FALSE	0	59	1	0	FALSE	0.033898305	4	34	14	4	3	0
NC_024207.1	0	FALSE	0	285	6	1	FALSE	0.024561404	10	241	17	10	5	2
NC_024208.1	0	FALSE	0	79	0	0	FALSE	0.012658228	2	70	5	1	1	0
NC_024209.1	0	FALSE	0	92	2	1	FALSE	0	4	62	22	2	0	2
NC_024210.1	0	FALSE	0	74	6	0	FALSE	0.027027027	5	47	13	5	1	3
NC_024211.1	0	FALSE	0	285	2	1	FALSE	0.028070175	10	244	13	11	5	2
NC_024212.1	0	FALSE	0	87	4	0	FALSE	0.011494253	7	60	15	3	1	1
NC_024213.1	0	FALSE	0	284	2	1	FALSE	0.028169014	10	245	11	11	5	2
NC_024214.1	0	FALSE	0	82	0	0	FALSE	0.012195122	2	72	6	1	1	0
NC_024215.1	0	FALSE	0	77	0	0	FALSE	0.012987013	2	68	5	1	1	0
NC_024216.1	0	FALSE	0	290	6	1	FALSE	0.024137931	9	245	19	10	5	2
NC_024217.1	0	FALSE	0	143	5	1	FALSE	0.020979021	6	36	97	3	1	0
NC_024329.1	0	FALSE	0	50	2	2	FALSE	0	14	4	32	0	0	0
NC_024330.1	0	FALSE	0	56	1	0	FALSE	0.035714286	3	40	5	3	0	5
NC_024354.1	0	FALSE	0	279	4	2	FALSE	0.025089606	13	227	23	13	2	1
NC_024355.1	0	FALSE	0	141	9	2	TRUE	0.021276596	8	102	26	4	1	0
NC_024356.1	0	FALSE	0	71	2	0	FALSE	0.014084507	2	42	23	2	1	1
NC_024357.1	0	FALSE	0	62	3	0	FALSE	0.016129032	7	36	15	2	1	1
NC_024358.1	0	FALSE	0	41	2	0	FALSE	0.024390244	6	8	26	1	0	0
NC_024359.1	0	FALSE	0	179	2	2	FALSE	0.039106145	10	134	19	10	5	1
NC_024360.1	0	FALSE	0	192	2	1	FALSE	0.046875	10	145	19	12	5	1
NC_024361.1	0	FALSE	0	65	5	0	FALSE	0.015384615	6	43	11	3	1	1
NC_024362.1	0	FALSE	0	48	0	0	FALSE	0.020833333	16	18	5	1	3	5
NC_024363.1	0	FALSE	0	98	11	0	FALSE	0	2	89	6	0	0	1
NC_024364.1	0	FALSE	0	181	2	2	FALSE	0.044198895	10	133	21	11	5	1
NC_024365.1	0	FALSE	0	76	2	0	FALSE	0	3	36	34	0	1	2
NC_024366.1	0	FALSE	0	89	2	0	FALSE	0.02247191	6	74	5	2	1	1
NC_024367.1	0	FALSE	0	83	2	0	FALSE	0	12	47	22	1	1	0
NC_024368.1	0	FALSE	0	76	1	1	FALSE	0.013157895	8	58	7	1	1	1
NC_024369.2	0	FALSE	0	64	4	1	FALSE	0.03125	6	23	25	7	1	2
NC_024370.1	0	FALSE	0	65	7	0	FALSE	0	7	33	21	1	2	1
NC_024371.1	0	FALSE	0	84	3	0	FALSE	0	3	71	6	2	0	2
NC_024375.1	0	FALSE	0	113	6	0	FALSE	0.026548673	9	83	15	5	1	0
NC_024378.1	0	FALSE	0	42	4	0	FALSE	0.047619048	3	32	3	3	1	0
NC_024379.1	0	FALSE	0	48	1	0	FALSE	0.0625	17	17	3	3	3	5
NC_024380.1	0	FALSE	0	40	2	0	FALSE	0.05	2	28	7	3	0	0
NC_024381.1	0	FALSE	0	55	2	0	FALSE	0.018181818	2	42	8	2	1	0
NC_024383.1	0	FALSE	0	188	2	2	FALSE	0.037234043	10	143	19	10	5	1
NC_024384.1	0	FALSE	0	74	6	0	FALSE	0.027027027	4	56	9	2	3	0
NC_024385.1	0	FALSE	0	42	2	0	FALSE	0.023809524	2	29	9	2	0	0
NC_024386.1	0	FALSE	0	41	4	0	FALSE	0.048780488	3	30	4	3	1	0
NC_024387.1	0	FALSE	0	67	4	0	FALSE	0.089552239	4	44	12	6	1	0
NC_024388.1	0	FALSE	0	43	4	0	FALSE	0.046511628	3	32	4	3	1	0
NC_024389.1	0	FALSE	0	44	4	0	FALSE	0.045454545	3	32	5	3	1	0
NC_024390.1	0	FALSE	0	39	2	0	FALSE	0.025641026	2	28	7	2	0	0
NC_024391.1	0	FALSE	0	62	1	0	FALSE	0.032258065	6	42	10	3	1	0
NC_024392.1	0	FALSE	0	115	6	0	FALSE	0.034782609	9	83	16	6	1	0
NC_024711.1	0	FALSE	0	92	4	0	FALSE	0.010869565	1	8	82	1	0	0
NC_024782.1	0	FALSE	0	53	1	0	FALSE	0.037735849	3	40	3	3	0	4
NC_024783.1	0	FALSE	0	60	6	0	FALSE	0.033333333	3	42	9	5	1	0
NC_024784.1	0	FALSE	0	75	6	0	FALSE	0.026666667	5	53	9	4	1	3
NC_024785.1	0	FALSE	0	84	4	0	FALSE	0.011904762	3	70	7	2	1	1
NC_024786.1	0	FALSE	0	83	2	0	FALSE	0.012048193	9	63	9	1	1	0
NC_024787.1	0	FALSE	0	187	2	2	FALSE	0.037433155	8	132	30	10	5	2
NC_024788.1	0	FALSE	0	288	10	2	FALSE	0.034722222	9	236	23	13	5	2
NC_024789.1	0	FALSE	0	71	7	0	FALSE	0.028169014	5	49	9	4	1	3
NC_024790.1	0	FALSE	0	86	4	0	FALSE	0.011627907	9	65	10	1	1	0
NC_024791.1	0	FALSE	0	71	2	2	FALSE	0.014084507	9	44	16	1	0	1
NC_024792.1	0	FALSE	0	244	10	4	FALSE	0.049180328	8	179	34	15	5	3
NC_024793.1	0	FALSE	0	75	6	0	FALSE	0.026666667	5	53	9	4	1	3
NC_024794.1	0	FALSE	0	263	12	0	FALSE	0.053231939	32	146	23	34	12	16
NC_025115.1	0	FALSE	0	48	8	0	TRUE	0.020833333	7	15	14	7	2	3
NC_025414.1	0	FALSE	0	275	14	4	FALSE	0.043636364	31	169	22	29	9	15
NC_025415.1	0	FALSE	0	52	0	0	FALSE	0.019230769	6	34	8	2	1	1
NC_025416.1	0	FALSE	0	209	5	3	FALSE	0.052631579	9	158	22	14	5	1
NC_025417.1	0	FALSE	0	216	7	3	FALSE	0.046296296	9	158	30	13	5	1
NC_025418.1	0	FALSE	0	53	0	0	FALSE	0.018867925	12	35	3	1	0	2
NC_025419.1	0	FALSE	0	269	10	1	FALSE	0.05204461	29	149	27	35	12	17
NC_025420.1	0	FALSE	0	51	0	0	FALSE	0.039215686	6	34	6	3	1	1
NC_025421.1	0	FALSE	0	48	0	0	FALSE	0.041666667	6	28	9	3	1	1
NC_025422.1	0	FALSE	0	275	26	9	FALSE	0.025454545	24	63	164	15	5	4
NC_025423.1	0	FALSE	0	208	5	2	FALSE	0.0625	11	147	29	16	4	1
NC_025424.1	0	FALSE	0	70	4	0	FALSE	0.014285714	7	46	14	2	1	0
NC_025425.1	0	FALSE	0	268	10	0	FALSE	0.026119403	30	160	27	27	11	13
NC_025426.1	0	FALSE	0	230	4	2	FALSE	0.039130435	9	168	35	12	5	1
NC_025427.1	0	FALSE	0	89	8	1	FALSE	0	4	28	51	5	0	1
NC_025428.1	0	FALSE	0	86	7	0	FALSE	0.011627907	3	31	47	4	0	1
NC_025429.1	0	FALSE	0	257	26	1	FALSE	0.027237354	24	97	114	15	4	3
NC_025430.1	0	FALSE	0	58	2	1	FALSE	0.017241379	4	30	12	8	1	3
NC_025431.1	0	FALSE	0	64	7	0	FALSE	0	15	12	33	0	1	3
NC_025433.1	0	FALSE	0	107	7	0	FALSE	0.009345794	7	84	13	1	0	2
NC_025434.1	0	FALSE	0	76	6	0	FALSE	0.078947368	5	49	10	6	1	5
NC_025436.1	0	FALSE	0	227	14	2	FALSE	0.013215859	10	151	59	5	1	1
NC_025437.1	0	FALSE	0	271	12	0	FALSE	0.04797048	32	159	19	33	12	16
NC_025438.1	0	FALSE	0	93	11	0	FALSE	0	2	81	9	0	0	1
NC_025439.1	0	FALSE	0	57	4	0	FALSE	0.01754386	4	25	22	4	1	1
NC_025440.1	0	FALSE	0	185	2	1	FALSE	0.043243243	10	138	20	11	5	1
NC_025441.1	0	FALSE	0	99	8	1	FALSE	0	5	38	51	2	1	2
NC_025442.1	0	FALSE	0	74	4	0	FALSE	0.027027027	3	62	4	5	0	0
NC_025443.1	0	FALSE	0	80	15	1	FALSE	0.0375	0	61	13	5	0	1
NC_025444.1	0	FALSE	0	90	1	0	FALSE	0.033333333	8	65	9	3	2	3
NC_025445.1	0	FALSE	0	48	0	0	FALSE	0	12	19	15	0	0	2
NC_025446.1	0	FALSE	0	205	20	3	FALSE	0.03902439	27	134	20	16	5	3
NC_025447.1	0	FALSE	0	586	20	1	FALSE	0.042662116	22	455	69	31	3	6
NC_025448.1	0	FALSE	0	266	10	1	FALSE	0.045112782	31	152	20	33	12	18
NC_025449.1	0	FALSE	0	268	12	1	FALSE	0.052238806	30	153	22	34	12	17
NC_025450.1	0	FALSE	0	53	0	0	FALSE	0.037735849	11	19	18	2	1	2
NC_025451.1	0	FALSE	0	44	0	0	FALSE	0.022727273	17	14	2	1	3	7
NC_025452.1	0	FALSE	0	198	22	2	FALSE	0.045454545	28	121	22	17	5	5
NC_025453.1	0	FALSE	0	59	4	0	FALSE	0.033898305	6	30	17	4	2	0
NC_025455.1	0	FALSE	0	54	2	0	FALSE	0.018518519	12	21	18	1	1	1
NC_025456.1	0	FALSE	0	60	0	1	FALSE	0.033333333	13	27	16	2	1	1
NC_025457.1	0	FALSE	0	52	0	0	FALSE	0.019230769	13	16	21	1	0	1
NC_025458.1	0	FALSE	0	61	11	0	FALSE	0.016393443	3	32	21	2	1	2
NC_025459.1	0	FALSE	0	86	0	0	FALSE	0.011627907	9	26	43	3	4	1
NC_025460.1	0	FALSE	0	70	5	1	FALSE	0.057142857	5	49	10	4	1	1
NC_025461.1	0	FALSE	0	60	0	1	FALSE	0.033333333	14	32	10	2	1	1
NC_025462.1	0	FALSE	0	151	3	1	FALSE	0.033112583	9	53	74	10	3	2
NC_025463.1	0	FALSE	0	67	5	1	FALSE	0.029850746	3	22	39	3	0	0
NC_025464.1	0	FALSE	0	62	1	2	FALSE	0.032258065	12	25	21	2	1	1
NC_025465.1	0	FALSE	0	68	2	0	FALSE	0.014705882	3	52	9	2	1	1
NC_025466.1	0	FALSE	0	70	3	0	FALSE	0.014285714	4	36	27	2	1	0
NC_025467.1	0	FALSE	0	26	1	0	FALSE	0.115384615	5	13	3	3	1	1
NC_025470.1	0	FALSE	0	228	10	1	FALSE	0.01754386	13	140	67	6	1	1
NC_025471.1	0	FALSE	0	61	4	0	FALSE	0.016393443	2	31	26	2	0	0
NC_025822.1	0	FALSE	0	44	0	0	FALSE	0.045454545	13	12	14	2	1	2
NC_025829.1	0	FALSE	0	260	10	1	FALSE	0.05	31	145	20	34	12	18
NC_025830.1	0	FALSE	0	202	14	1	FALSE	0.034653465	9	147	31	10	2	3
NC_026010.1	0	FALSE	0	79	6	0	FALSE	0.063291139	6	53	10	7	1	2
NC_026014.1	0	FALSE	0	50	8	0	FALSE	0.08	7	7	19	10	4	3
NC_026016.1	0	FALSE	0	67	7	0	FALSE	0.089552239	7	45	7	6	1	1
NC_026017.1	0	FALSE	0	60	8	0	FALSE	0.016666667	1	44	12	1	1	1
NC_026583.1	0	FALSE	0	81	1	0	FALSE	0.012345679	7	62	9	1	1	1
NC_026584.1	0	FALSE	0	213	11	3	FALSE	0.023474178	5	172	26	7	0	3
NC_026585.1	0	FALSE	0	103	7	1	FALSE	0.019417476	6	78	13	2	0	4
NC_026586.1	0	FALSE	0	94	8	0	FALSE	0	4	80	5	2	1	2
NC_026587.1	0	FALSE	0	152	2	1	FALSE	0.019736842	10	124	8	5	3	2
NC_026588.1	0	FALSE	0	91	6	0	FALSE	0.010989011	3	71	14	1	1	1
NC_026589.1	0	FALSE	0	84	6	0	FALSE	0	5	63	12	1	1	2
NC_026590.1	0	FALSE	0	155	18	2	FALSE	0.012903226	6	83	61	3	0	2
NC_026591.1	0	FALSE	0	62	3	0	FALSE	0.016129032	10	43	5	1	2	1
NC_026593.1	0	FALSE	0	105	11	0	FALSE	0.019047619	4	77	19	2	1	2
NC_026594.1	0	FALSE	0	76	0	1	FALSE	0.026315789	7	53	13	3	0	0
NC_026595.1	0	FALSE	0	100	7	1	FALSE	0.02	6	72	17	2	0	3
NC_026596.1	0	FALSE	0	97	7	1	FALSE	0.020618557	6	71	14	2	0	4
NC_026597.1	0	FALSE	0	86	6	1	FALSE	0	4	47	32	0	1	2
NC_026598.1	0	FALSE	0	91	4	0	FALSE	0.021978022	5	72	10	2	1	1
NC_026599.1	0	FALSE	0	68	1	0	FALSE	0.044117647	6	53	5	4	0	0
NC_026600.1	0	FALSE	0	92	6	0	FALSE	0	4	78	5	2	1	2
NC_026601.1	0	FALSE	0	56	3	0	FALSE	0.035714286	3	46	2	3	0	2
NC_026602.1	0	FALSE	0	54	1	0	FALSE	0	14	33	4	0	0	3
NC_026603.1	0	FALSE	0	93	4	0	FALSE	0.010752688	5	78	6	1	2	1
NC_026604.1	0	FALSE	0	97	5	0	FALSE	0.010309278	4	75	14	1	1	2
NC_026605.1	0	FALSE	0	76	4	1	FALSE	0.013157895	4	58	9	2	0	3
NC_026606.1	0	FALSE	0	111	2	1	FALSE	0.009009009	3	83	19	3	0	3
NC_026607.2	0	FALSE	0	256	10	1	FALSE	0.0546875	30	139	26	34	12	15
NC_026608.1	0	FALSE	0	55	1	0	FALSE	0.018181818	2	30	20	2	1	0
NC_026609.1	0	FALSE	0	82	2	0	TRUE	0.036585366	7	30	40	4	1	0
NC_026610.2	0	FALSE	0	83	2	3	FALSE	0.084337349	2	32	37	8	2	2
NC_026611.1	0	FALSE	0	80	6	0	FALSE	0.0125	4	40	30	2	1	3
NC_026923.1	0	FALSE	0	207	4	21	FALSE	0.086956522	21	137	15	27	5	2
NC_026924.1	0	FALSE	0	203	6	17	FALSE	0.088669951	20	133	15	27	6	2
NC_026926.1	0	FALSE	0	220	7	19	FALSE	0.072727273	21	153	14	25	4	3
NC_026927.1	0	FALSE	0	269	10	24	FALSE	0.100371747	24	130	73	36	4	2
NC_026928.1	0	FALSE	0	214	7	15	FALSE	0.074766355	20	148	14	25	5	2
NC_027118.1	0	FALSE	0	48	2	0	FALSE	0.020833333	3	36	7	1	1	0
NC_027119.1	0	FALSE	0	204	20	2	FALSE	0.039215686	27	137	14	16	5	5
NC_027120.1	0	FALSE	0	41	0	0	FALSE	0.048780488	3	16	19	3	0	0
NC_027125.1	0	FALSE	0	72	0	0	FALSE	0	2	52	14	4	0	0
NC_027130.1	0	FALSE	0	209	6	16	FALSE	0.086124402	20	141	13	27	6	2
NC_027132.1	0	FALSE	0	209	4	12	FALSE	0.066985646	19	143	16	24	5	2
NC_027204.1	0	FALSE	0	360	30	6	FALSE	0.027777778	24	278	30	19	4	5
NC_027292.1	0	FALSE	0	46	0	0	FALSE	0.02173913	16	18	4	1	3	4
NC_027293.1	0	FALSE	0	131	6	1	FALSE	0.030534351	10	101	10	7	1	2
NC_027294.1	0	FALSE	0	42	1	0	FALSE	0.023809524	2	30	8	1	0	1
NC_027295.1	0	FALSE	0	42	1	0	FALSE	0.047619048	1	29	9	2	0	1
NC_027296.1	0	FALSE	0	84	3	3	FALSE	0.05952381	2	66	7	6	2	1
NC_027297.1	0	FALSE	0	176	9	1	FALSE	0.085227273	13	116	16	23	1	7
NC_027298.1	0	FALSE	0	53	3	0	FALSE	0.037735849	3	41	4	3	0	2
NC_027299.1	0	FALSE	0	71	8	0	FALSE	0.014084507	4	53	11	2	0	1
NC_027329.1	0	FALSE	0	122	4	2	FALSE	0.040983607	10	90	11	8	1	2
NC_027330.1	0	FALSE	0	58	0	0	FALSE	0.034482759	13	21	20	2	1	1
NC_027331.1	0	FALSE	0	300	12	1	FALSE	0.036666667	31	184	27	32	12	14
NC_027332.1	0	FALSE	0	161	4	0	FALSE	0.00621118	9	32	111	5	2	2
NC_027333.1	0	FALSE	0	41	1	0	FALSE	0.073170732	2	30	5	3	0	1
NC_027334.1	0	FALSE	0	68	6	0	FALSE	0.014705882	5	19	37	4	1	2
NC_027335.1	0	FALSE	0	219	4	1	FALSE	0.03196347	8	155	39	10	6	1
NC_027336.1	0	FALSE	0	41	1	0	FALSE	0.048780488	2	30	6	2	0	1
NC_027337.1	0	FALSE	0	124	6	1	FALSE	0.040322581	10	94	9	8	1	2
NC_027339.1	0	FALSE	0	58	2	1	FALSE	0.051724138	9	23	10	7	2	7
NC_027340.1	0	FALSE	0	221	22	2	FALSE	0.036199095	28	83	84	16	6	4
NC_027341.1	0	FALSE	0	184	3	1	FALSE	0.065217391	12	141	19	12	0	0
NC_027342.1	0	FALSE	0	50	2	0	FALSE	0.02	11	16	21	1	0	1
NC_027344.1	0	FALSE	0	250	10	1	FALSE	0.048	31	131	28	33	12	15
NC_027345.1	0	FALSE	0	94	10	0	FALSE	0.010638298	9	76	6	1	1	1
NC_027346.1	0	FALSE	0	42	3	0	FALSE	0.047619048	2	30	7	2	0	1
NC_027347.1	0	FALSE	0	42	1	0	FALSE	0.071428571	2	30	6	3	0	1
NC_027348.2	0	FALSE	0	91	2	0	FALSE	0	8	31	50	0	1	1
NC_027349.1	0	FALSE	0	269	10	2	FALSE	0.044609665	31	151	24	34	12	17
NC_027350.1	0	FALSE	0	83	4	0	FALSE	0.060240964	6	61	5	7	1	3
NC_027351.1	0	FALSE	0	239	10	4	FALSE	0.079497908	14	173	24	23	2	3
NC_027352.1	0	FALSE	0	212	7	6	FALSE	0.056603774	10	163	16	15	5	3
NC_027353.1	0	FALSE	0	270	12	1	FALSE	0.055555556	29	149	28	36	13	15
NC_027354.1	0	FALSE	0	41	2	0	FALSE	0.048780488	2	29	7	2	0	1
NC_027355.1	0	FALSE	0	211	10	4	FALSE	0.061611374	10	158	20	16	4	3
NC_027356.1	0	FALSE	0	147	11	1	FALSE	0.095238095	13	79	25	22	1	7
NC_027357.1	0	FALSE	0	42	1	0	FALSE	0.047619048	2	30	7	2	0	1
