vMAG_sporAMG_ID,Host_taxonomy,Host_taxonomy,Sporulating_Family?
Han_2018_ERR1398172_NODE_3844_length_6472_cov_2.920991,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Han_2018_ERR1398209_NODE_2839_length_6024_cov_3.952421,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Han_2018_ERR1398214_NODE_1772_length_12698_cov_8.636004,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Han_2018_ERR1398216_NODE_1422_length_8162_cov_2.746762,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Han_2018_ERR1398230_NODE_833_length_14113_cov_22.737303,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR341661_NODE_160_length_79172_cov_4.123475,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413563_NODE_1621_length_6127_cov_5.285738,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413578_NODE_2271_length_7381_cov_1.798799,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413675_NODE_4784_length_6997_cov_2.098387,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413687_NODE_2620_length_6858_cov_1.829193,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413691_NODE_294_length_41119_cov_3.376875,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413705_NODE_1561_length_11285_cov_8.277827,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413724_NODE_64_length_92608_cov_3.920727,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413748_NODE_67_length_127373_cov_24.043277,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Ma_2019_SRR413759_NODE_2206_length_11123_cov_3.371431,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Minot_Diet_SRR5088935_NODE_82_length_32447_cov_20.439090,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Monaco_MBA1151_NODE_60_length_43441_cov_14.798230,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Monaco_MBA1752_NODE_13_length_81852_cov_11.424099,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Monaco_MBA4001_NODE_147_length_21306_cov_11.827443,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Norman_68_NODE_17_length_25365_cov_54.333505,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Rampelli_10014_NODE_550_length_33086_cov_10.043717,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Rampelli_20002_NODE_2280_length_6041_cov_3.506181,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Rampelli_HCO_09_NODE_19_length_46270_cov_3.867532,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Rampelli_Norman_04_NODE_348_length_39414_cov_15.439671,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Rampelli_Norman_08_NODE_825_length_17503_cov_4.737735,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Rampelli_Norman_23_NODE_140_length_78122_cov_58.950004,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Reyes_2015_F112_T2_NODE_6_length_37775_cov_8.278501,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Reyes_2015_F138_T2_NODE_23_length_12410_cov_18.839941,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
SRR7892429_NODE_13_length_37286_cov_286.691386,Bacteria;p__Actinobacteriota;f__Coriobacteriaceae,f__Coriobacteriaceae,#N/A
Broecker_Sample_ID29-1194-0_NODE_288_length_50381_cov_4.132417,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Han_2018_ERR1398112_NODE_3066_length_7304_cov_10.219892,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Kang_0035_ST001_A_NODE_56_length_33290_cov_10.607943,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Ma_2019_SRR341654_NODE_325_length_34407_cov_2.311306,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Ma_2019_SRR341661_NODE_4195_length_5088_cov_2.020862,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Ma_2019_SRR413673_NODE_4135_length_7215_cov_4.053352,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Ma_2019_SRR413759_NODE_894_length_29828_cov_3.409868,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Minot_Diet_SRR5088933_NODE_33_length_37616_cov_10.907963,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Minot_Diet_SRR5088935_NODE_167_length_16519_cov_22.620445,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Norman_80_NODE_13_length_31909_cov_38.122277,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Rampelli_Norman_03_NODE_172_length_70387_cov_9.992336,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Rampelli_SM_44_NODE_2474_length_6317_cov_1.985308,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
SRR7892429_NODE_7_length_45130_cov_81.886589,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Shkoporov_2018_SRR6128034_NODE_54_length_15908_cov_70.276099,Bacteria;p__Actinobacteriota;f__Eggerthellaceae,f__Eggerthellaceae,#N/A
Han_2018_ERR1398095_NODE_651_length_17166_cov_5.437204,Bacteria;p__Actinobacteriota;f__Micrococcaceae,f__Micrococcaceae,#N/A
Nadia_combined_trimmed_NODE_1022_length_9097_cov_17.359766,Bacteria;p__Actinobacteriota;f__Micrococcaceae,f__Micrococcaceae,#N/A
Norman_51_NODE_38_length_27005_cov_17.143525,Bacteria;p__Actinobacteriota;f__Micrococcaceae,f__Micrococcaceae,#N/A
Norman_71_NODE_30_length_17175_cov_7.113843,Bacteria;p__Actinobacteriota;f__Micrococcaceae,f__Micrococcaceae,#N/A
Han_2018_ERR1398178_NODE_3815_length_7107_cov_7.932218,Bacteria;p__Actinobacteriota;f__Micromonosporaceae,f__Micromonosporaceae,#N/A
Minot_healthy_male_NODE_415_length_33240_cov_17.533042,Bacteria;p__Actinobacteriota;f__Mycobacteriaceae,f__Mycobacteriaceae,#N/A
Zuo_2019_SRR8240718_NODE_1226_length_6486_cov_7.977142,Bacteria;p__Actinobacteriota;f__Mycobacteriaceae,f__Mycobacteriaceae,#N/A
Zuo_2019_SRR8240710_NODE_910_length_6658_cov_4.373618,Bacteria;p__Actinobacteriota;f__Propionibacteriaceae,f__Propionibacteriaceae,#N/A
Ma_2019_SRR341702_NODE_260_length_50702_cov_2.905167,Bacteria;p__Bacteroidota;f__1G12,f__1G12,#N/A
Draper_2018_SRR6914073_NODE_1_length_134112_cov_64.074737,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Draper_2018_SRR6914093_NODE_1_length_114491_cov_121.176142,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Giloteaux_145306_NODE_460_length_32891_cov_7.297003,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Giloteaux_145307_NODE_1389_length_7954_cov_7.843490,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398068_NODE_17_length_125286_cov_82.909224,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398068_NODE_183_length_36463_cov_243.929054,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398068_NODE_750_length_13438_cov_177.979227,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398068_NODE_80_length_58853_cov_70.946886,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398068_NODE_97_length_54332_cov_229.786834,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_115_length_33769_cov_24.871507,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_1242_length_10688_cov_22.421142,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_1354_length_10145_cov_188.715857,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_1505_length_9498_cov_42.695753,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_18_length_53631_cov_365.753938,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_2020_length_7773_cov_37.468126,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_2244_length_7294_cov_61.724133,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_22_length_51581_cov_344.089663,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_333_length_21915_cov_215.815233,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_3688_length_5030_cov_3.536884,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398069_NODE_3691_length_5026_cov_132.959767,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398070_NODE_27_length_72284_cov_17.250689,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398071_NODE_2222_length_5880_cov_25.768412,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398072_NODE_3580_length_6216_cov_6.397500,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398072_NODE_3909_length_5779_cov_4.630678,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398073_NODE_1441_length_8955_cov_16.363483,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398073_NODE_544_length_21976_cov_35.884357,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_1569_length_12139_cov_29.613787,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_1659_length_11674_cov_125.747310,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_173_length_41788_cov_55.917164,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_2527_length_8944_cov_76.114861,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_3543_length_6916_cov_4.775689,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_41_length_87803_cov_310.272359,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_4978_length_5313_cov_146.805630,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_524_length_23328_cov_149.987625,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_692_length_20000_cov_61.440261,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_794_length_18338_cov_337.008478,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398074_NODE_92_length_57693_cov_40.476266,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398075_NODE_2593_length_7094_cov_3.248899,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398076_NODE_3717_length_5300_cov_11.967016,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398077_NODE_5207_length_5005_cov_4.998586,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398078_NODE_2607_length_7426_cov_63.331570,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398078_NODE_796_length_16585_cov_10.040532,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398079_NODE_1324_length_8448_cov_48.135947,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398079_NODE_1520_length_7615_cov_47.291667,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398079_NODE_828_length_12085_cov_60.503491,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398080_NODE_5281_length_6519_cov_4.860767,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398080_NODE_6115_length_5859_cov_2.628187,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398080_NODE_6142_length_5833_cov_3.372101,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398081_NODE_21_length_98819_cov_35.489075,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398081_NODE_2536_length_7524_cov_8.696077,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398081_NODE_283_length_34717_cov_31.837719,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398081_NODE_2885_length_6722_cov_23.117744,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398081_NODE_320_length_32510_cov_29.927222,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398081_NODE_45_length_77938_cov_35.008192,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398081_NODE_460_length_25808_cov_40.262261,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398081_NODE_59_length_71067_cov_41.740945,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398082_NODE_2170_length_8473_cov_10.786885,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398082_NODE_2876_length_6973_cov_8.865857,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398082_NODE_3246_length_6354_cov_16.716780,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398082_NODE_3727_length_5669_cov_16.574635,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398082_NODE_4162_length_5224_cov_4.426388,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398082_NODE_4268_length_5144_cov_9.778935,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398083_NODE_2060_length_8406_cov_19.676446,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398083_NODE_2176_length_8027_cov_37.471024,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398083_NODE_2268_length_7764_cov_14.244390,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398083_NODE_3922_length_5012_cov_9.541457,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398084_NODE_201_length_34850_cov_1855.575456,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398084_NODE_2618_length_6542_cov_84.153846,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_1731_length_13439_cov_4.534743,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_2021_length_11609_cov_4.148433,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_2633_length_9073_cov_7.406409,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_2639_length_9065_cov_5.309212,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_2715_length_8835_cov_4.763098,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_2896_length_8276_cov_11.831529,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_3256_length_7358_cov_3.524579,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_3688_length_6488_cov_3.079434,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_3997_length_5986_cov_3.583881,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_4082_length_5877_cov_7.059602,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_4084_length_5876_cov_5.154097,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_4190_length_5738_cov_3.932782,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_4470_length_5402_cov_3.334580,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398085_NODE_669_length_33970_cov_8.817603,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398086_NODE_1502_length_13166_cov_293.986500,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398086_NODE_3744_length_7309_cov_40.399228,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398086_NODE_4180_length_6791_cov_146.283848,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398086_NODE_5661_length_5488_cov_5.307749,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398086_NODE_6165_length_5166_cov_24.070241,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398087_NODE_1091_length_10295_cov_105.525098,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398087_NODE_310_length_21017_cov_9.235951,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398087_NODE_44_length_47084_cov_142.122775,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398087_NODE_630_length_14246_cov_6.868226,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398091_NODE_193_length_31166_cov_108.927003,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398091_NODE_3001_length_5995_cov_146.427946,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398091_NODE_641_length_17029_cov_156.736303,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398091_NODE_996_length_12792_cov_30.646934,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398092_NODE_106_length_17165_cov_79.298656,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398092_NODE_158_length_10503_cov_130.308193,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398092_NODE_24_length_67762_cov_377.602641,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398092_NODE_45_length_45021_cov_687.433683,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398093_NODE_228_length_23863_cov_78.909694,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398093_NODE_724_length_12907_cov_64.620370,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398094_NODE_1855_length_5699_cov_6.119064,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398095_NODE_1085_length_11814_cov_7.651586,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398095_NODE_30_length_85792_cov_68.948097,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_1039_length_8190_cov_75.003196,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_1189_length_7580_cov_25.091163,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_1821_length_6026_cov_337.433093,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_185_length_18465_cov_90.797936,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_2019_length_5655_cov_212.493571,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_2158_length_5408_cov_25.615916,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_2265_length_5240_cov_187.329797,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_2423_length_5015_cov_297.024395,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398097_NODE_838_length_9172_cov_54.492816,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398098_NODE_2049_length_10606_cov_3.960952,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398098_NODE_2393_length_8898_cov_4.006672,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398099_NODE_1607_length_6956_cov_35.758441,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398099_NODE_1649_length_6839_cov_8.398585,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398099_NODE_1904_length_6284_cov_19.977685,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398099_NODE_2573_length_5299_cov_6.331998,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398099_NODE_492_length_13090_cov_22.010510,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398099_NODE_935_length_9472_cov_10.788574,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398101_NODE_1053_length_9924_cov_8.428108,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398101_NODE_1576_length_7618_cov_198.432104,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398101_NODE_1869_length_6799_cov_124.893980,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398101_NODE_2660_length_5313_cov_9.890643,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398104_NODE_3682_length_5344_cov_6.715825,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
Han_2018_ERR1398104_NODE_3891_length_5128_cov_21.534201,Bacteria;p__Bacteroidota;f__Bacteroidaceae,f__Bacteroidaceae,#N/A
